代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
102212812108988416, 162202, F020162202, 泰达宏利周期混合, 积极配置-大盘平衡, 5, 4, 58.66
102212813748961280, 000601, 0P00012M90, 华宝创新优选混合, 积极配置-大盘平衡, 5, 5, 15.45
102212815485403136, 005211, 0P0001BVHE, 银河智慧主题灵活配置混合, 积极配置-大盘平衡, 5, 0, 36.53
102212817104404480, 519702, 0P0000RROL, 交银趋势优先混合A, 积极配置-大盘平衡, 5, 5, 65.93
102212818811486208, 040035, 0P0000WI7B, 华安逆向策略混合A, 积极配置-大盘平衡, 5, 4, 25.17
102212820451459072, 270028, 0P0000TVGO, 广发制造业精选混合A, 积极配置-大盘平衡, 5, 4, 23.85
102212822015934464, 000547, 0P000123ZD, 建信健康民生混合, 积极配置-大盘平衡, 5, 5, 38.41
102212823651713024, 161903, 0P0000ZEAH, 万家行业优选混合（LOF）, 积极配置-大盘平衡, 5, 5, 2.93
102212850885328896, 002482, 0P00017ZBF, 宝盈互联网沪港深混合, 沪港深积极配置型, 5, 5, 17.50
102212852550467584, 370024, 0P0000X7PR, 上投摩根核心优选混合, 积极配置-大盘平衡, 5, 5, 32.83
102212854400155648, 005821, 0P0001D62K, 万家新机遇龙头企业灵活配置混合, 沪港深积极配置型, 5, 0, 75.48
102212856845434880, 005352, 0P0001C8QZ, 鹏扬景泰成长混合A, 积极配置-大盘平衡, 5, 0, 48.17
102212858497990656, 400032, 0P00015CVE, 东方主题精选混合, 积极配置-大盘平衡, 5, 3, 40.11
102212860200878080, 960006, 0P00016FTA, 上投摩根行业轮动混合H, 积极配置-大盘平衡, 5, 5, 39.27
102212861912154112, 160632, 0P00015U43, 鹏华中证酒指数（LOF）A, 行业股票 - 消费, 5, 5, -7.70
102212863497601024, 005353, 0P0001C8R0, 鹏扬景泰成长混合C, 积极配置-大盘平衡, 5, 0, 47.70
102212865099825152, 003145, 0P00018H2X, 中融竞争优势股票, 大盘平衡股票, 5, 3, 29.03
102212866827878400, 100060, 0P0000W9KB, 富国高新技术产业混合, 积极配置-大盘平衡, 5, 4, -0.41
102212868505600000, 002980, 0P00018HA3, 华夏创新前沿股票, 大盘平衡股票, 5, 4, 13.30
102212870170738688, 001718, 0P000175SJ, 工银物流产业股票, 大盘平衡股票, 5, 5, 28.65
102212871810711552, 001749, 0P0001CI7P, 招商中国机遇股票, 大盘平衡股票, 5, 0, 24.30
102212873459073024, 001070, 0P00015FPY, 建信信息产业股票, 行业股票 - 科技、传媒及通讯, 5, 5, 32.83
102212875069685760, 005207, 0P0001C9JW, 南方高端装备灵活配置混合C, 积极配置-大盘平衡, 5, 0, 39.63
102212876692881408, 001039, 0P00015T6Z, 嘉实先进制造股票, 大盘平衡股票, 5, 5, 25.58
102212878454489088, 005669, 0P0001CPZD, 前海开源公用事业行业股票, 沪港深股票型基金, 5, 0, 103.13
102212880199319552, 002780, 0P0001CRY6, 新疆前海联合泓鑫灵活配置混合A, 积极配置-大盘平衡, 5, 0, 6.61
102212881843486720, 377530, F0000004IK, 上投摩根行业轮动混合A, 积极配置-大盘平衡, 5, 5, 39.28
102212883714146304, 530001, F0000003YQ, 建信恒久价值混合, 积极配置-大盘平衡, 5, 4, 38.01
102212885324759040, 519095, 0P0000OP9P, 新华行业周期轮换混合, 积极配置-大盘平衡, 5, 4, 33.66
102212888709562368, 000729, 0P00013OUD, 建信中小盘先锋股票A, 大盘平衡股票, 5, 4, 56.22
102212890420838400, 005962, 0P0001DIU8, 宝盈人工智能主题股票A, 沪港深股票型基金, 5, 0, 19.61
102212892010479616, 006002, 0P0001DI8Q, 工银医药健康股票A, 沪港深股票型基金, 5, 0, 11.73
102212893562372096, 370027, 0P0000XYDD, 上投摩根智选30混合, 积极配置-大盘平衡, 5, 4, 9.18
102212932183523328, 001009, 0P000159EI, 上投摩根安全战略股票, 大盘平衡股票, 5, 4, 15.29
102212933928353792, 004851, 0P0001B8TX, 广发医疗保健股票A, 行业股票 - 医药, 5, 0, -0.34
102212935815790592, 375010, F0000003WN, 上投摩根中国优势混合, 积极配置-大盘平衡, 5, 4, 38.57
102212937485123584, 160624, 0P00011FQB, 鹏华消费领先混合, 积极配置-大盘平衡, 5, 5, 18.98
102212939049598976, 163807, F0000004EQ, 中银优选混合A, 积极配置-大盘平衡, 5, 5, 34.35
102212941364854784, 006003, 0P0001DI8R, 工银医药健康股票C, 沪港深股票型基金, 5, 0, 11.18
102212943147433984, 540003, F000000426, 汇丰晋信动态策略混合A, 积极配置-大盘平衡, 5, 5, 37.20
102212944909041664, 960003, 0P00017AFI, 汇丰晋信动态策略混合H, 积极配置-大盘平衡, 5, 5, 37.03
102212946687426560, 206012, 0P0000VN9R, 鹏华价值精选股票, 大盘平衡股票, 5, 4, 20.31
102212948486782976, 001825, 0P00019N0J, 建信中国制造2025股票, 大盘平衡股票, 5, 0, 27.11
102212950198059008, 519704, 0P0000T3GY, 交银先进制造混合, 积极配置-大盘平衡, 5, 5, 22.79
102212951888363520, 001171, 0P00015QIY, 工银养老产业股票A, 行业股票 - 医药, 5, 5, 20.13
102212953545113600, 000418, 0P0000ZXK5, 景顺长城成长之星, 大盘平衡股票, 5, 5, 12.83
102212955172503552, 006132, 0P0001E0V9, 万家智造优势混合A, 积极配置-大盘平衡, 5, 0, 37.25
102212956724396032, 000696, 0P00013WJT, 汇添富环保行业股票, 大盘平衡股票, 5, 3, 43.52
102212958385340416, 310368, F0000004AK, 申万菱信竞争优势混合, 积极配置-大盘平衡, 5, 4, 60.50
102212960243417088, 001985, 0P000170F9, 富国低碳新经济混合A, 积极配置-大盘平衡, 5, 5, 14.64
102212962583838720, 005472, 0P0001CP5Q, 富国价值驱动灵活配置混合A, 沪港深积极配置型, 5, 0, 19.11
102212964379000832, 006133, 0P0001E0VA, 万家智造优势混合C, 积极配置-大盘平衡, 5, 0, 36.69
102212966123831296, 001158, 0P00015QIW, 工银新材料新能源股票, 大盘平衡股票, 5, 4, 37.52
102212968296480768, 002708, 0P000182ZP, 大摩健康产业混合A, 行业混合 - 医药, 5, 5, 19.17
102212970133585920, 005473, 0P0001CP5R, 富国价值驱动灵活配置混合C, 沪港深积极配置型, 5, 0, 18.32
102212972012634112, 519089, F0000004AN, 新华优选成长混合, 积极配置-大盘平衡, 5, 4, 39.14
102212973577109504, 519727, 0P0000YMY5, 交银成长30混合, 积极配置-大盘平衡, 5, 4, 2.35
102212975263219712, 000308, 0P0000ZDIT, 建信创新中国混合, 积极配置-大盘平衡, 5, 4, 36.86
102213009778147328, 163822, 0P0000WMHT, 中银主题策略混合, 积极配置-大盘平衡, 5, 3, 28.58
102213011371982848, 519115, F0000004HO, 浦银安盛红利精选混合, 积极配置-大盘平衡, 5, 4, 36.74
102213013234253824, 360016, 0P0000V0I1, 光大保德信行业轮动混合, 积极配置-大盘平衡, 5, 4, 0.42
102213015083941888, 450004, F0000004A9, 国富深化价值混合, 积极配置-大盘平衡, 5, 5, 21.97
102213016749080576, 001869, 0P00016WTK, 招商制造业转型灵活配置混合A, 积极配置-大盘平衡, 5, 4, 12.79
102213018498105344, 165313, 0P0000YBN0, 建信优势动力混合（LOF）, 积极配置-大盘平衡, 5, 4, 19.38
102213020301656064, 000339, 0P00011RYT, 长城医疗保健混合, 行业混合 - 医药, 5, 4, 6.98
102213022172315648, 000803, 0P000148Y4, 工银研究精选股票, 大盘平衡股票, 5, 5, 10.48
102213023971672064, 519003, F0000003VG, 海富通收益增长混合, 标准混合型, 5, 5, 20.32
102213025729085440, 001714, 0P000172IG, 工银文体产业股票A, 大盘平衡股票, 5, 5, 6.80
102213027394224128, 166019, 0P0000YI7R, 中欧价值智选回报混合A, 积极配置-大盘平衡, 5, 5, 33.95
102213029499764736, 005642, 0P0001CNFP, 鹏扬景升灵活配置混合A, 沪港深积极配置型, 5, 0, 12.72
102213031265566720, 001043, 0P00015HXD, 工银美丽城镇主题股票A, 大盘平衡股票, 5, 5, 10.45
102213033060728832, 004075, 0P00019RNV, 交银施罗德医药创新股票, 行业股票 - 医药, 5, 0, 0.43
102213034658758656, 005805, 0P0001DDH6, 华泰柏瑞医疗健康混合A, 行业混合 - 医药, 5, 0, 4.12
102213036328091648, 460005, F0000004B3, 华泰柏瑞价值增长混合A, 积极配置-大盘平衡, 5, 4, 3.81
102213038123253760, 005075, 0P0001BKQH, 富国研究量化精选混合, 积极配置-大盘平衡, 5, 0, 21.75
102213040207822848, 610002, F0000004AG, 信达澳银精华配置混合A, 积极配置-大盘平衡, 5, 5, 25.23
102213041977819136, 005904, 0P0001D8QC, 华泰保兴成长优选混合A, 积极配置-大盘平衡, 5, 0, 16.04
102213043726843904, 217013, F0000004I4, 招商中小盘精选混合, 积极配置-大盘平衡, 5, 5, 11.16
102213045358428160, 001496, 0P000167S2, 工银聚焦30股票, 大盘平衡股票, 5, 4, 21.70
102213049103941632, 519909, 0P00013266, 华安安顺灵活配置混合, 积极配置-大盘平衡, 5, 5, 31.91
102213050769080320, 001887, 0P00016PDG, 中欧价值智选回报混合E, 积极配置-大盘平衡, 5, 5, 33.95
102213052568436736, 005760, 0P0001DDH9, 富国周期优势混合A, 沪港深积极配置型, 5, 0, 12.66
102213054489427968, 004235, 0P00019LX7, 中欧价值智选回报混合C, 积极配置-大盘平衡, 5, 0, 33.09
102213081576243200, 001766, 0P00016JIH, 上投摩根医疗健康股票, 行业股票 - 医药, 5, 5, -0.02
102213083224604672, 005875, 0P0001D50L, 易方达中盘成长混合, 沪港深积极配置型, 5, 0, 0.73
102213085472751616, 166801, 0P0000V9U3, 浙商聚潮新思维混合, 标准混合型, 5, 4, 24.59
102213087188221952, 487016, 0P0001CP2G, 工银灵活配置混合A, 标准混合型, 5, 0, 15.48
102213088949829632, 005106, 0P0001BJV8, 银华农业产业股票, 行业股票 - 消费, 5, 0, -6.20
102213091474800640, 121010, 0P0001CLQB, 国投瑞银瑞源灵活配置混合, 标准混合型, 5, 0, 20.98
102213093127356416, 001579, 0P0001A1SA, 国泰大农业股票, 行业股票 - 消费, 5, 0, -5.95
102213094884769792, 270023, 0P00013BYF, 广发全球精选股票（QDII）, 环球股票, 5, 5, -0.81
102213097019670528, 006309, 0P0001EEKW, 汇添富全球消费行业混合（QDII）人民币 C, 环球股债混合, 5, 0, -15.64
102213098730946560, 000297, 0P000156SC, 鹏华可转债债券A, 可转债基金, 5, 5, 20.62
102213100278644736, 040047, 0P0000YXTB, 华安纳斯达克100指数（QDII）美元现钞, 美国股票, 5, 5, 17.48
102213101947977728, 001182, 0P000162HN, 易方达安心回馈混合, 保守混合型, 5, 5, 8.03
102213103676030976, 240018, 0P0000SOSM, 华宝可转债债券A, 可转债基金, 5, 4, 23.16
102213105689296896, 163409, 0P0000SSDU, 兴全绿色投资混合（LOF）, 积极配置-大盘平衡, 5, 4, 20.46
102213107828391936, 005643, 0P0001CNFQ, 鹏扬景升灵活配置混合C, 沪港深积极配置型, 5, 0, 11.98
102213109493530624, 373020, F0000004A5, 上投摩根双核平衡混合, 标准混合型, 5, 4, 14.06
102213111175446528, 002891, 0P000195H9, 华夏移动互联灵活配置混合（QDII）人民币, 环球股债混合, 5, 0, -2.16
102213116271525888, 006310, 0P0001EEKX, 汇添富全球消费行业混合（QDII）美元现汇, 环球股债混合, 5, 0, -13.14
102213119022989312, 001603, 0P00019IR0, 易方达安盈回报混合, 保守混合型, 5, 0, 12.28
102213121325662208, 006308, 0P0001EEKV, 汇添富全球消费行业混合（QDII）人民币 A, 环球股债混合, 5, 0, -14.95
102213123003383808, 000906, 0P0001586G, 广发全球精选股票（QDII）美元现汇, 环球股票, 5, 5, -1.14
102213124844683264, 005357, 0P0001CGJL, 富国国企改革灵活配置混合, 沪港深保守混合型, 5, 0, 13.09
102213126744702976, 040046, 0P0000YXTA, 华安纳斯达克100指数（QDII）人民币, 美国股票, 5, 5, 17.87
102213128636334080, 040048, 0P0000YXTC, 华安纳斯达克100指数（QDII）美元现汇, 美国股票, 5, 5, 17.48
102213130335027200, 005461, 0P0001CLTF, 南方希元可转债债券, 可转债基金, 5, 0, 13.09
102213156713005056, 004965, 0P0001BFFO, 泓德致远混合A, 保守混合型, 5, 0, -5.71
102213158306840576, 002380, 0P00017B95, 工银瑞信香港中小盘股票（QDII）美元, 大中华区股票, 5, 4, 1.69
102213160030699520, 006102, 0P0001E0EO, 浙商丰利增强债券, 积极债券型, 5, 0, 33.76
102213161687449600, 004966, 0P0001BFFP, 泓德致远混合C, 保守混合型, 5, 0, -6.34
102213163381948416, 005273, 0P0001C453, 华商可转债债券A, 可转债基金, 5, 0, 20.28
102213165097418752, 005706, 0P0001CXPQ, 兴业龙腾双益平衡混合, 保守混合型, 5, 0, 4.05
102213167081324544, 005809, 0P0001D4LR, 前海开源裕源混合型基金中基金（FOF）, 保守混合型, 5, 0, 6.16
102213168742268928, 001685, 0P00018CFA, 汇添富沪港深新价值股票, 香港股票型基金, 5, 0, 5.10
102213170478710784, 004932, 0P0001BI6N, 招商丰拓灵活配置混合A, 保守混合型, 5, 0, 10.30
102213172051574784, 502053, 0P00016DCH, 长盛中证全指证券公司指数（LOF）, 行业股票 - 金融地产, 5, 2, -4.38
102213173934817280, 002317, 0P00017MX6, 招商睿逸稳健配置混合, 保守混合型, 5, 4, 10.06
102213175511875584, 003458, 0P00019T3Z, 嘉实稳宏债券A, 积极债券型, 5, 0, 18.00
102213177046990848, 004900, 0P0001BKQD, 财通资管鑫锐回报混合A, 保守混合型, 5, 0, 8.58
102213178833764352, 002379, 0P00017B94, 工银瑞信香港中小盘股票（QDII）人民币, 大中华区股票, 5, 5, 2.02
102213180616343552, 040018, 0P0000PPFK, 华安香港精选股票（QDII）, 大中华区股票, 5, 5, 4.62
102213182327619584, 210014, 0P0001BN2C, 金鹰元丰债券, 积极债券型, 5, 0, 24.51
102213183984369664, 217002, F020217002, 招商安泰平衡混合, 保守混合型, 5, 5, 10.87
102213185716617216, 006471, 0P0001ENSG, 华润元大润鑫债券C, 利率债, 5, 0, 2.08
102213187427893248, 001901, 0P00019S8F, 前海开源沪港深隆鑫灵活配置混合A, 沪港深保守混合型, 5, 0, 14.71
102213189168529408, 001902, 0P00019S8G, 前海开源沪港深隆鑫灵活配置混合C, 沪港深保守混合型, 5, 0, 14.64
102213190724616192, 320004, F00000040B, 诺安优化收益债券, 积极债券型, 5, 5, 13.84
102213192372977664, 004933, 0P0001BI6O, 招商丰拓灵活配置混合C, 保守混合型, 5, 0, 9.76
102213193987784704, 160419, 0P000162Z0, 华安中证证券公司, 行业股票 - 金融地产, 5, 2, -6.33
102213195678089216, 001751, 0P00016H52, 华商信用增强债券A, 积极债券型, 5, 3, 32.36
102213197422919680, 502010, 0P000168DY, 易方达证券公司指数（LOF）, 行业股票 - 金融地产, 5, 3, -6.64
102213628370878464, 001752, 0P00016H53, 华商信用增强债券C, 积极债券型, 5, 3, 31.93
102213630329618432, 003459, 0P00019T40, 嘉实稳宏债券C, 积极债券型, 5, 0, 17.67
102213631982174208, 005014, 0P0001BU8V, 泰康景泰回报混合A, 保守混合型, 5, 0, 7.72
102213633668284416, 160633, 0P00015WH0, 鹏华中证全指证券公司指数（LOF）A, 行业股票 - 金融地产, 5, 2, -7.89
102213635354394624, 005015, 0P0001BU8W, 泰康景泰回报混合C, 保守混合型, 5, 0, 7.46
102213637061476352, 162105, 0P00015HW3, 金鹰持久增利债券（LOF）C, 积极债券型, 5, 5, 9.51
102213638797918208, 000121, 0P0000Z3OX, 华夏永福混合A, 保守混合型, 5, 5, 3.79
102213640626634752, 360014, 0P0000STW9, 光大保德信信用添益债券C, 积极债券型, 5, 5, 11.11
102213642392436736, 005664, 0P0001CNFR, 鹏扬景欣混合A, 保守混合型, 5, 0, 7.85
102213644212764672, 002460, 0P0001967T, 华夏鼎利债券C, 积极债券型, 5, 0, 3.70
102213646028898304, 002351, 0P00017AMH, 易方达裕祥回报债券, 积极债券型, 5, 5, 6.73
102213647752757248, 000118, 0P0000YMY3, 广发聚鑫债券A, 积极债券型, 5, 5, 3.36
102213649870880768, 005121, 0P0001BJPU, 富国兴利增强债券, 积极债券型, 5, 0, 12.88
102213652261634048, 004267, 0P00019LLB, 金鹰持久增利债券（LOF）E, 积极债券型, 5, 0, 9.83
102213658532118528, 004901, 0P0001BKQE, 财通资管鑫锐回报混合C, 保守混合型, 5, 0, 8.39
102213660260171776, 675011, 0P0000W7MV, 西部利得稳健双利债券A, 积极债券型, 5, 5, 15.95
102213661963059200, 002657, 0P0001DKHJ, 招商安裕灵活配置混合A, 保守混合型, 5, 0, 10.19
102213663657558016, 360013, 0P0000STW8, 光大保德信信用添益债券A, 积极债券型, 5, 5, 11.39
102213665263976448, 675013, 0P0000W7MX, 西部利得稳健双利债券C, 积极债券型, 5, 5, 15.57
102213667004612608, 000014, 0P0000Y35F, 华夏聚利债券, 积极债券型, 5, 5, 8.85
102213668741054464, 004069, 0P00019KUI, 南方中证全指证券公司ETF联接A, 行业股票 - 金融地产, 5, 0, -8.31
102213670993395712, 002459, 0P0001967S, 华夏鼎利债券A, 积极债券型, 5, 0, 3.68
102213672692088832, 005665, 0P0001CNFS, 鹏扬景欣混合C, 保守混合型, 5, 0, 7.49
102213674361421824, 110035, 0P0000UGBS, 易方达双债增强债券 - A, 积极债券型, 5, 5, 14.46
102213675976228864, 002280, 0P0001CMTN, 华富安享债券, 积极债券型, 5, 0, 13.44
102213702228377600, 110036, 0P0000UGBT, 易方达双债增强债券 - C, 积极债券型, 5, 5, 14.07
102213703868350464, 160322, 0P00018SNI, 华夏港股通精选股票（LOF）, 香港股票型基金, 5, 0, -10.79
102213705604792320, 003134, 0P00018KU3, 易方达裕鑫债券C, 积极债券型, 5, 5, 5.22
102213707257348096, 720003, 0P000177R9, 财通收益增强债券A, 积极债券型, 5, 4, 15.07
102213708972818432, 050011, F0000004FO, 博时信用债券 - A/B, 积极债券型, 5, 5, 6.24
102213710948335616, 003204, 0P0001A90H, 财通收益增强债券C, 积极债券型, 5, 0, 14.67
102213712714137600, 000048, 0P0000Y603, 华夏双债债券C, 积极债券型, 5, 5, 6.28
102213714630934528, 004427, 0P0001A99B, 交银施罗德增利增强债券A, 积极债券型, 5, 0, 7.92
102213717554364416, 003218, 0P00018K1K, 前海开源祥和债券A, 积极债券型, 5, 0, 20.13
102213719232086016, 420102, F00000049I, 天弘永利债券 - B, 积极债券型, 5, 5, 10.92
102213720943362048, 420002, F00000049H, 天弘永利债券 - A, 积极债券型, 5, 4, 10.56
102213722663026688, 160513, 0P000136M4, 博时稳健回报债券（LOF）A, 普通债券型, 5, 4, 7.47
102213724290416640, 001001, F020001001, 华夏债券 - A/B, 普通债券型, 5, 5, 4.63
102213725963943936, 000119, 0P0000YMY4, 广发聚鑫债券C, 积极债券型, 5, 5, 3.00
102213727645859840, 003133, 0P00018KU2, 易方达裕鑫债券A, 积极债券型, 5, 5, 5.40
102213729390690304, 005886, 0P0001D9DN, 华夏鼎沛债券A, 积极债券型, 5, 0, 4.62
102213731039051776, 000047, 0P0000Y602, 华夏双债债券A, 积极债券型, 5, 5, 6.57
102213732699996160, 005887, 0P0001D9DO, 华夏鼎沛债券C, 积极债券型, 5, 0, 4.28
102213734373523456, 164814, 0P00018Q9I, 工银双债增强债券（LOF）, 积极债券型, 5, 4, 10.47
102213736118353920, 002387, 0P00017SKW, 工银沪港深股票A, 香港股票型基金, 5, 0, 0.72
102213737817047040, 630009, 0P0000SDKU, 华商稳定增利债券A, 积极债券型, 5, 5, 7.39
102213739410882560, 630109, 0P0000SDKV, 华商稳定增利债券C, 积极债券型, 5, 5, 7.04
102213741034078208, 002794, 0P00017ZOB, 天弘永利债券 - E, 积极债券型, 5, 5, 10.92
102213742808268800, 320021, 0P0000X7PS, 诺安双利债券发起, 积极债券型, 5, 5, 4.77
102213744775397376, 160514, 0P000136M5, 博时稳健回报债券（LOF）C, 普通债券型, 5, 3, 7.17
102213774852751360, 206003, 0P0000NR3I, 鹏华信用增利债券 - A, 普通债券型, 5, 5, 5.43
102213776589193216, 206004, 0P0000NR3J, 鹏华信用增利债券 - B, 普通债券型, 5, 5, 5.09
