代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
102230973600497664, 001247, 0P00015UUP, 华泰柏瑞新利灵活配置混合A, 灵活配置型, 0, 0, 13.57
102230975810895872, 003641, 0P0001967U, 长盛盛丰灵活配置混合A, 灵活配置型, 0, 0, 6.95
102230977652195328, 004010, 0P00019DXQ, 华泰柏瑞鼎利灵活配置混合A, 灵活配置型, 0, 0, 14.04
102230979321528320, 003495, 0P00018U0J, 鹏华弘尚灵活配置混合A, 灵活配置型, 0, 0, 7.26
102230981208965120, 002582, 0P00018J5S, 招商丰凯灵活配置混合C, 灵活配置型, 0, 0, 2.53
102230983297728512, 003741, 0P0001967Y, 鹏华丰盈债券, 纯债基金, 0, 0, 2.56
102230984946089984, 001324, 0P000162AX, 华宝新价值灵活配置混合, 灵活配置型, 0, 0, 5.04
102230986791583744, 005444, 0P0001CNLW, 光大保德信多策略精选18个月定期开放灵活配置混合, 灵活配置型（封闭式）, 0, 0, 1.01
102230988590940160, 002288, 0P0001I2OO, 中银稳进策略灵活配置混合, 灵活配置型, 0, 0, -5.52
102230990318993408, 003154, 0P00018KHB, 华宝兴业新活力灵活配置混合, 灵活配置型, 0, 0, 4.97
102231023621767168, 003496, 0P00018U0K, 鹏华弘尚灵活配置混合C, 灵活配置型, 0, 0, 7.08
102231025404346368, 519949, 0P00018WQA, 长信利信灵活配置混合A, 灵活配置型, 0, 0, 1.09
102231027019153408, 001335, 0P000160TI, 南方利众灵活配置混合A, 灵活配置型, 0, 0, 3.98
102231028667514880, 004011, 0P00019DXR, 华泰柏瑞鼎利灵活配置混合C, 灵活配置型, 0, 0, 13.72
102231030596894720, 159959, 0P0001EDSZ, 银华中证央企结构调整ETF, 大盘平衡股票, 0, 0, 14.34
102231032446582784, 002155, 0P0001B67F, 国金鑫瑞灵活配置混合, 灵活配置型, 0, 0, 1.74
102231034073972736, 001797, 0P00016I5C, 华融新利灵活配置混合, 灵活配置型, 0, 0, 10.43
102231035751694336, 001379, 0P00016482, 景顺长城领先回报灵活配置混合C, 灵活配置型, 0, 0, 5.82
102231037362307072, 000398, 0P00013TM0, 华富灵活配置混合, 灵活配置型, 0, 0, 2.60
102231039031640064, 005522, 0P0001CFMS, 华泰保兴吉年福定期开放灵活配置混合, 灵活配置型（封闭式）, 0, 0, -1.65
102231040776470528, 001337, 0P000161ZY, 鹏华弘益灵活配置混合C, 灵活配置型, 0, 0, 3.60
102231042559049728, 002049, 0P0001706O, 融通新机遇灵活配置混合, 灵活配置型, 0, 0, 6.78
102231044199022592, 001745, 0P0001AEXM, 易方达瑞富灵活配置混合I, 灵活配置型, 0, 0, 6.37
102231046019350528, 004008, 0P00019BUM, 中融鑫思路灵活配置混合A, 灵活配置型, 0, 0, 7.13
102231047688683520, 002414, 0P00017CYF, 中银瑞利灵活配置混合C, 灵活配置型, 0, 0, 5.83
102231050381426688, 004982, 0P0001DJ94, 新华安享多裕定期开放灵活配置混合, 灵活配置型（封闭式）, 0, 0, 6.93
102231052101091328, 001547, 0P00016A86, 兴业聚惠灵活配置混合A, 灵活配置型, 0, 0, 3.33
102231053946585088, 004836, 0P0001CBPI, 中融鑫价值灵活配置混合A, 灵活配置型, 0, 0, 6.73
102231055678832640, 400020, 0P0001I628, 东方成长回报平衡混合, 标准混合型, 0, 0, 6.91
102231057587240960, 004608, 0P0001BP1W, 长信乐信灵活配置混合A, 灵活配置型, 0, 0, -1.62
102231059566952448, 001336, 0P000161ZX, 鹏华弘益灵活配置混合A, 灵活配置型, 0, 0, 3.63
102231061202731008, 003115, 0P00019AIF, 光大保德信诚鑫灵活配置混合A, 灵活配置型, 0, 0, 8.38
102231063446683648, 002923, 0P000188K0, 兴业聚惠灵活配置混合C, 灵活配置型, 0, 0, 3.16
102231065086656512, 004009, 0P00019BUN, 中融鑫思路灵活配置混合C, 灵活配置型, 0, 0, 7.05
102231066776961024, 000646, 0P0001ILZQ, 华润元大量化优选混合A, 沪港深积极配置型, 0, 0, -1.17
102231101728096256, 004218, 0P0001HS3H, 前海开源裕和混合A, 保守混合型, 0, 0, 7.95
102231103489703936, 519165, 0P00012MNY, 新华鑫利灵活配置混合, 灵活配置型, 0, 0, 3.08
102231106153086976, 002458, 0P0001I30N, 国泰民利策略收益灵活配置混合, 灵活配置型, 0, 0, 7.43
102231107784671232, 003117, 0P00018IVC, 光大保德信吉鑫灵活配置混合A, 灵活配置型, 0, 0, 4.14
102231109353340928, 519616, 0P00018KH5, 银河君信灵活配置混合A, 灵活配置型, 0, 0, 7.92
102231110888456192, 000049, 0P0000Y3WQ, 中银标普全球精选自然资源等权重指数（QDII）, 行业股票, 0, 0, 22.80
102231112645869568, 004696, 0P0001CAKA, 东兴量化优享灵活配置混合, 灵活配置型, 0, 0, -0.06
102231114508140544, 001331, 0P000161ZO, 鹏华弘信灵活配置混合A, 灵活配置型, 0, 0, 3.14
102231116303302656, 003116, 0P00019AIG, 光大保德信诚鑫灵活配置混合C, 灵活配置型, 0, 0, 7.88
102231117993607168, 006205, 0P0001E52N, 汇添富沪港深优势精选定期开放混合, 沪港深积极配置型（封闭式）, 0, 0, -16.56
102231119625191424, 001332, 0P000161ZP, 鹏华弘信灵活配置混合C, 灵活配置型, 0, 0, 3.10
102231121340661760, 002057, 0P0001706V, 中银新机遇灵活配置混合A, 灵活配置型, 0, 0, 5.23
102231122972246016, 001836, 0P0001AEXP, 易方达瑞祥灵活配置混合E, 灵活配置型, 0, 0, 5.46
102231125023260672, 003432, 0P00018SN8, 信诚至瑞灵活配置混合A, 灵活配置型, 0, 0, 4.56
102231126952640512, 003642, 0P0001967V, 长盛盛丰灵活配置混合C, 灵活配置型, 0, 0, 5.98
102231128508727296, 004609, 0P0001BP1X, 长信乐信灵活配置混合C, 灵活配置型, 0, 0, -1.82
102231130190643200, 003433, 0P00018SN9, 信诚至瑞灵活配置混合C, 灵活配置型, 0, 0, 4.48
102231132052914176, 001835, 0P0001AEXO, 易方达瑞祥灵活配置混合I, 灵活配置型, 0, 0, 5.60
102231133969711104, 002502, 0P00018472, 中银腾利灵活配置混合A, 灵活配置型, 0, 0, 4.99
102231135790039040, 002503, 0P00018473, 中银腾利灵活配置混合C, 灵活配置型, 0, 0, 4.90
102231138348564480, 165526, 0P0001675B, 信诚新旺回报灵活配置混合（LOF）A, 灵活配置型, 0, 0, 4.36
102231140076617728, 001522, 0P00016C38, 博时新策略灵活配置混合A, 灵活配置型, 0, 0, 4.10
102231141766922240, 001746, 0P0001AEXN, 易方达瑞富灵活配置混合E, 灵活配置型, 0, 0, 6.22
102231143352369152, 001282, 0P0001DHBC, 华安新机遇灵活配置混合, 灵活配置型, 0, 0, 4.41
102231144996536320, 000195, 0P0001I2RN, 工银成长收益混合A, 灵活配置型, 0, 0, 2.91
102231205499371520, 002768, 0P0001FGHN, 华安安进灵活配置混合, 灵活配置型, 0, 0, 2.15
102231207193870336, 003562, 0P00019JI6, 诺德成长精选灵活配置混合C, 灵活配置型, 0, 0, -3.54
102231208829648896, 165527, 0P000173TO, 信诚新旺回报灵活配置混合（LOF）C, 灵活配置型, 0, 0, 4.28
102231210494787584, 005177, 0P0001C912, 华夏睿磐泰利混合A, 保守混合型（封闭式）, 0, 0, 8.22
102231212071845888, 004975, 0P0001BGWD, 交银施罗德恒益灵活配置混合, 灵活配置型, 0, 0, 7.44
102231213783121920, 005138, 0P0001K1M1, 前海开源弘丰债券A, 积极债券型, 0, 0, -1.14
102231215741861888, 001265, 0P00015YLT, 国泰兴益灵活配置混合A, 灵活配置型, 0, 0, 3.11
102231217574772736, 003594, 0P0001913Q, 长盛盛崇灵活配置混合A, 灵活配置型, 0, 0, -2.02
102231219860668416, 002055, 0P000170EI, 国泰兴益灵活配置混合C, 灵活配置型, 0, 0, 3.05
102231221655830528, 004772, 0P0001BCSS, 国寿安保稳泰一年定期开放混合A, 保守混合型（封闭式）, 0, 0, 5.60
102231223430021120, 004772, 0P0001BCSS, 国寿安保稳泰一年定期开放混合A, 保守混合型（封闭式）, 0, 0, 5.60
102231225191628800, 001264, 0P00015WX1, 银华恒利灵活配置混合A, 灵活配置型, 0, 0, -9.28
102231226936459264, 519933, 0P000183GN, 长信利发债券, 积极债券型, 0, 0, -1.24
102231228823896064, 005585, 0P0001CMQ5, 银河文体娱乐主题灵活配置混合, 灵活配置型, 0, 0, -9.73
102231230744887296, 003561, 0P00019JI5, 诺德成长精选灵活配置混合A, 灵活配置型, 0, 0, -3.54
102231232552632320, 001249, 0P00015W2Z, 易方达新利灵活配置混合, 灵活配置型, 0, 0, 5.87
102231234305851392, 005177, 0P0001C912, 华夏睿磐泰利混合A, 保守混合型（封闭式）, 0, 0, 8.22
102231236046487552, 001303, 0P0001610E, 银华稳利灵活配置混合A, 灵活配置型, 0, 0, 4.14
102231237636128768, 519222, 0P00018KH3, 海富通欣益灵活配置混合A, 灵活配置型, 0, 0, 4.80
102231239527759872, 002058, 0P0001706W, 中银新机遇灵活配置混合C, 灵活配置型, 0, 0, 5.05
102231241180315648, 003118, 0P00018IVD, 光大保德信吉鑫灵活配置混合C, 灵活配置型, 0, 0, 4.00
102231242761568256, 002435, 0P00018EBA, 中银宏利灵活配置混合C, 灵活配置型, 0, 0, 4.38
102231244770639872, 004772, 0P0001BCSS, 国寿安保稳泰一年定期开放混合A, 保守混合型（封闭式）, 0, 0, 5.60
102231246423195648, 002434, 0P00018EB9, 中银宏利灵活配置混合A, 灵活配置型, 0, 0, 4.49
102231248570679296, 118001, F0000004IA, 易方达亚洲精选股票（QDII）, 亚太区不包括日本股票, 0, 0, -20.22
102231268069998592, 001566, 0P00016A88, 南方利达灵活配置混合A, 灵活配置型, 0, 0, 4.38
102231270020349952, 003966, 0P00019A66, 中银润利灵活配置混合A, 灵活配置型, 0, 0, 4.70
102231271643545600, 000189, 0P0001FVNB, 易方达丰华债券A, 积极债券型, 0, 0, 6.95
102231273468067840, 002498, 0P00017N5G, 兴业聚鑫灵活配置混合A, 灵活配置型, 0, 0, 3.60
102231275598774272, 002462, 0P00017INM, 中银珍利灵活配置混合C, 灵活配置型, 0, 0, 4.49
102231277360381952, 001686, 0P000170O2, 安信新动力灵活配置混合A, 灵活配置型, 0, 0, 1.60
102231278996160512, 002262, 0P00017CYH, 中银宝利灵活配置混合C, 灵活配置型, 0, 0, 4.11
102231280673882112, 003595, 0P0001913R, 长盛盛崇灵活配置混合C, 灵活配置型, 0, 0, -2.09
102231282326437888, 005178, 0P0001C913, 华夏睿磐泰利混合C, 保守混合型（封闭式）, 0, 0, 7.95
102231284029325312, 378006, 0P0000S1OX, 上投摩根全球新兴市场混合（QDII）, 全球新兴市场股债混合, 0, 0, -8.21
102231286201974784, 003967, 0P00019A67, 中银润利灵活配置混合C, 灵活配置型, 0, 0, 4.61
102231288290738176, 004320, 0P00019PR9, 前海开源沪港深乐享生活灵活配置混合, 沪港深灵活配置型, 0, 0, -14.27
102231290396278784, 003308, 0P00018VUY, 中信建投睿利灵活配置混合A, 灵活配置型, 0, 0, -2.68
102231292078194688, 519221, 0P00018KH4, 海富通欣益灵活配置混合C, 灵活配置型, 0, 0, 4.58
102231293672030208, 000214, 0P0000ZWF2, 广发成长优选混合, 灵活配置型, 0, 0, -0.12
102231295353946112, 005139, 0P0001K1M2, 前海开源弘丰债券C, 积极债券型, 0, 0, -1.38
102231297077805056, 002261, 0P00017CYG, 中银宝利灵活配置混合A, 灵活配置型, 0, 0, 4.21
102231298688417792, 001567, 0P00016A89, 南方利达灵活配置混合C, 灵活配置型, 0, 0, 4.31
102231300491968512, 519617, 0P00018KH6, 银河君信灵活配置混合C, 灵活配置型, 0, 0, 7.49
102231302261964800, 001756, 0P00019140, 嘉实策略优选灵活配置混合, 灵活配置型, 0, 0, 6.78
102231304543666176, 002024, 0P00019RV9, 红塔红土稳健回报灵活配置混合C, 灵活配置型, 0, 0, 6.47
102231306192027648, 005178, 0P0001C913, 华夏睿磐泰利混合C, 保守混合型（封闭式）, 0, 0, 7.95
102231308150767616, 519602, 0P0000RYG3, 海富通大中华精选混合（QDII）, 大中华区股债混合, 0, 0, -7.56
102231309723631616, 002461, 0P00017INL, 中银珍利灵活配置混合A, 灵活配置型, 0, 0, 4.59
102231311447490560, 519601, F0000004AD, 海富通中国海外精选混合（QDII）, 大中华区股债混合, 0, 0, -7.18
102231330770649088, 161620, 0P0001FG3W, 融通核心价值混合（QDII）, 环球股债混合, 0, 0, -4.72
102231332477730816, 002323, 0P00017P96, 银华稳利灵活配置混合C, 灵活配置型, 0, 0, 3.76
102231334285475840, 002054, 0P0001706X, 中银新财富灵活配置混合A, 灵活配置型, 0, 0, 4.73
102231336093220864, 006463, 0P0001EQU1, 信达澳银新征程定期开放灵活配置混合 C, 灵活配置型（封闭式）, 0, 0, 2.91
102231338093903872, 003232, 0P0001ESB8, 创金合信金融地产精选股票A, 行业股票 - 金融地产, 0, 0, -5.88
102231339683545088, 001334, 0P000160TH, 南方利鑫灵活配置混合A, 灵活配置型, 0, 0, 6.50
102231341227048960, 003739, 0P000197B6, 新华鑫弘灵活配置混合, 灵活配置型, 0, 0, -4.01
102231342913159168, 519228, 0P00019SGQ, 海富通欣享灵活配置混合C, 灵活配置型, 0, 0, 5.19
102231344590880768, 003704, 0P00019GE3, 光大保德信事件驱动灵活配置混合, 灵活配置型, 0, 0, 0.64
102231346893553664, 002327, 0P00017P97, 银华恒利灵活配置混合C, 灵活配置型, 0, 0, -9.48
102231348747436032, 519755, 0P000162QU, 交银施罗德多策略回报灵活配置混合A, 灵活配置型, 0, 0, 6.30
102231350580346880, 001609, 0P00016BBD, 平安鑫享混合A, 灵活配置型, 0, 0, 3.71
102231352375508992, 005866, 0P0001DX70, 浦银安盛量化多策略灵活配置混合C, 灵活配置型, 0, 0, 3.69
102231354107756544, 003331, 0P00018N1J, 博时乐臻定期开放混合, 保守混合型（封闭式）, 0, 0, 4.20
102231355798061056, 519007, F0000003ZL, 海富通强化回报混合, 灵活配置型, 0, 0, 5.53
102231357555474432, 001470, 0P0001660A, 融通通鑫灵活配置混合, 灵活配置型, 0, 0, 5.69
102231359208030208, 001183, 0P00015QRR, 南方利淘灵活配置混合A, 灵活配置型, 0, 0, 4.96
102231360806060032, 002614, 0P00018GAL, 中银颐利灵活配置混合A, 灵活配置型, 0, 0, 4.21
102231362475393024, 001504, 0P000168G3, 南方利淘灵活配置混合C, 灵活配置型, 0, 0, 4.90
102231364090200064, 001503, 0P000168G4, 南方利鑫灵活配置混合C, 灵活配置型, 0, 0, 6.50
102231366015385600, 002643, 0P0001HQRL, 鹏华兴利混合, 保守混合型, 0, 0, 3.53
102231367965736960, 002327, 0P00017P97, 银华恒利灵活配置混合C, 灵活配置型, 0, 0, -9.48
102231369630875648, 000196, 0P0001I2RO, 工银成长收益混合B, 灵活配置型, 0, 0, 2.43
102231371233099776, 002615, 0P00018GAM, 中银颐利灵活配置混合C, 灵活配置型, 0, 0, 4.06
102231372910821376, 001765, 0P00019GDP, 前海开源嘉鑫灵活配置混合A, 灵活配置型, 0, 0, 6.43
102231402367418368, 003030, 0P00018EXH, 安信新目标灵活配置混合A, 灵活配置型, 0, 0, 6.14
102231406922432512, 002056, 0P0001706Y, 中银新财富灵活配置混合C, 灵活配置型, 0, 0, 4.58
102231409279631360, 001770, 0P00019GDQ, 前海开源嘉鑫灵活配置混合C, 灵活配置型, 0, 0, 6.48
102231410936381440, 001727, 0P00016FIE, 申万菱信安鑫回报灵活配置混合C, 灵活配置型, 0, 0, 3.79
102231412710572032, 004773, 0P0001BCST, 国寿安保稳泰一年定期开放混合C, 保守混合型（封闭式）, 0, 0, 5.06
102231414614786048, 004635, 0P0001AGQL, 中信建投睿利灵活配置混合C, 灵活配置型, 0, 0, -3.01
102231416560943104, 512950, 0P0001EDSU, 华夏中证央企结构调整ETF, 大盘平衡股票, 0, 0, 12.97
102231418343522304, 002535, 0P00017MAT, 中银鑫利灵活配置混合A, 灵活配置型, 0, 0, 4.16
102231420084158464, 004560, 0P0001AFDO, 汇安丰益灵活配置混合A, 灵活配置型, 0, 0, -9.75
102231421728325632, 001412, 0P000165N6, 德邦鑫星价值灵活配置混合A, 灵活配置型, 0, 0, 2.74
102231423427018752, 003849, 0P00019A69, 中银广利灵活配置混合C, 灵活配置型, 0, 0, 5.20
102231425188626432, 002389, 0P0001FVMP, 招商安德灵活配置混合A, 保守混合型, 0, 0, 8.87
102231426958622720, 519212, 0P00019S89, 万家宏观择时多策略灵活配置混合, 灵活配置型, 0, 0, -8.47
102231429118689280, 001201, 0P00015U46, 申万菱信安鑫回报灵活配置混合A, 灵活配置型, 0, 0, 3.83
102231431429750784, 001687, 0P000170O3, 安信新动力灵活配置混合C, 灵活配置型, 0, 0, 1.27
102231433191358464, 519761, 0P000170Z1, 交银施罗德多策略回报灵活配置混合C, 灵活配置型, 0, 0, 6.07
102231435024269312, 004773, 0P0001BCST, 国寿安保稳泰一年定期开放混合C, 保守混合型（封闭式）, 0, 0, 5.06
102231437016563712, 004773, 0P0001BCST, 国寿安保稳泰一年定期开放混合C, 保守混合型（封闭式）, 0, 0, 5.06
102231438555873280, 501053, 0P0001CCIY, 东方红目标优选三年定期开放混合, 沪港深保守混合型（封闭式）, 0, 0, 6.37
102231440665608192, 003031, 0P00018EXN, 安信新目标灵活配置混合C, 灵活配置型, 0, 0, 5.96
102231442276220928, 001433, 0P00016684, 易方达瑞景灵活配置混合, 灵活配置型, 0, 0, 5.64
102231444075577344, 001817, 0P0001AEXK, 易方达瑞兴灵活配置混合I, 灵活配置型, 0, 0, 5.84
102231445807824896, 001635, 0P0001701N, 万家瑞益灵活配置混合A, 灵活配置型, 0, 0, 4.97
102231447481352192, 513050, 0P00019BEJ, 易方达中证海外中国互联网50（QDII）ETF, 行业股票, 0, 0, -27.08
102231449511395328, 002934, 0P00018APW, 泰康恒泰回报灵活配置混合A, 灵活配置型, 0, 0, 8.85
102231475780321280, 003848, 0P00019A68, 中银广利灵活配置混合A, 灵活配置型, 0, 0, 5.29
102231477458042880, 519229, 0P00019SGP, 海富通欣享灵活配置混合A, 灵活配置型, 0, 0, 5.27
102231479186096128, 001610, 0P00016BBE, 平安鑫享混合C, 灵活配置型, 0, 0, 3.36
102231481492963328, 002222, 0P0001785S, 嘉实新趋势灵活配置混合, 灵活配置型, 0, 0, 4.90
102231483086798848, 002935, 0P00018APX, 泰康恒泰回报灵活配置混合C, 灵活配置型, 0, 0, 8.75
102231484655468544, 002111, 0P00019C5B, 华宝新起点灵活配置混合, 灵活配置型, 0, 0, 4.96
102231486253498368, 512960, 0P0001EDSQ, 博时中证央企结构调整ETF, 大盘平衡股票, 0, 0, 13.00
102231488308707328, 002112, 0P000170F2, 德邦鑫星价值灵活配置混合C, 灵活配置型, 0, 0, 2.64
102231490951118848, 005329, 0P0001CAAR, 汇添富民安增益定期开放混合A, 保守混合型（封闭式）, 0, 0, 4.55
102231492897275904, 001636, 0P0001701O, 万家瑞益灵活配置混合C, 灵活配置型, 0, 0, 4.80
102231494650494976, 001110, 0P00015H5O, 中欧瑾泉灵活配置混合 - A, 灵活配置型, 0, 0, 5.47
102231496395325440, 001111, 0P00015H5P, 中欧瑾泉灵活配置混合 - C, 灵活配置型, 0, 0, 5.46
102231498140155904, 003233, 0P0001ESB9, 创金合信金融地产精选股票C, 行业股票 - 金融地产, 0, 0, -6.42
102231499826266112, 502020, 0P0001IHK8, 国金上证50指数增强（LOF）, 大盘平衡股票, 0, 0, -10.85
102231501487210496, 001818, 0P0001AEXL, 易方达瑞兴灵活配置混合E, 灵活配置型, 0, 0, 5.64
102231503127183360, 003379, 0P00018OL7, 信诚至选灵活配置混合A, 灵活配置型, 0, 0, 4.77
102231504872013824, 003380, 0P00018OL8, 信诚至选灵活配置混合C, 灵活配置型, 0, 0, 4.68
102231506642010112, 519957, 0P000167RX, 长信睿进灵活配置混合A, 灵活配置型, 0, 0, 1.36
102231508361674752, 002536, 0P00017MAU, 中银鑫利灵活配置混合C, 灵活配置型, 0, 0, 4.07
102231510056173568, 001172, 0P00015P0C, 鹏华弘泽灵活配置混合A, 灵活配置型, 0, 0, 6.47
102231511687757824, 002339, 0P0001793U, 海富通安颐收益混合C, 灵活配置型, 0, 0, 3.67
102231513344507904, 001146, 0P00015KX2, 中欧瑾源灵活配置混合 - A, 灵活配置型, 0, 0, 5.74
102231515043201024, 004561, 0P0001AFDP, 汇安丰益灵活配置混合C, 灵活配置型, 0, 0, -9.66
102231516653813760, 001147, 0P00015L1N, 中欧瑾源灵活配置混合 - C, 灵活配置型, 0, 0, 5.73
102231518218289152, 001939, 0P000170EU, 光大保德信睿鑫灵活配置混合A, 灵活配置型, 0, 0, 7.23
102231554670985216, 002497, 0P00017S26, 东方盛世灵活配置混合A, 灵活配置型, 0, 0, 1.12
102231556529061888, 001190, 0P00015P0A, 鹏华弘润灵活配置混合 - A, 灵活配置型, 0, 0, 10.12
102231558114508800, 002908, 0P00018L83, 富国睿利定期开放混合, 保守混合型（封闭式）, 0, 0, 5.15
102231559750287360, 001122, 0P00015HFU, 鹏华弘利灵活配置混合 - A, 灵活配置型, 0, 0, 5.00
102231561885188096, 002075, 0P000170EX, 光大保德信睿鑫灵活配置混合C, 灵活配置型, 0, 0, 7.07
102231563705516032, 001381, 0P000163A8, 鹏华弘泽灵活配置混合C, 灵活配置型, 0, 0, 6.36
102231565517455360, 000369, 0P0000ZTGA, 广发全球医疗保健（QDII）人民币, 行业股票, 0, 0, 9.90
102231567304228864, 519050, 0P0000YKO9, 海富通安颐收益混合A, 灵活配置型, 0, 0, 3.73
102231569019699200, 003026, 0P00018HA4, 安信新价值灵活配置混合A, 灵活配置型, 0, 0, 4.04
102231571674693632, 519769, 0P00017SVQ, 交银优选回报灵活配置混合C, 灵活配置型, 0, 0, 7.30
102231573344026624, 003854, 0P00019GV9, 汇安丰华灵活配置混合A, 灵活配置型, 0, 0, 17.27
102231575055302656, 001688, 0P000170F4, 嘉实新起点灵活配置混合A, 灵活配置型, 0, 0, 6.14
102231576716247040, 000597, 0P000132VL, 中海积极收益灵活配置混合, 灵活配置型, 0, 0, 2.09
102231578674987008, 001399, 0P000163XR, 安信鑫安得利灵活配置混合A, 灵活配置型, 0, 0, 3.95
102231580851830784, 002494, 0P00017JTX, 兴业聚盈混合A, 灵活配置型, 0, 0, 3.55
102231582605049856, 519937, 0P0001J506, 长信先锐混合A, 沪港深保守混合型, 0, 0, 3.57
102231584316325888, 169106, 0P0001CTOI, 东方红创新优选三年定期开放混合, 沪港深保守混合型（封闭式）, 0, 0, 4.74
102231586610610176, 519768, 0P00017SVP, 交银优选回报灵活配置混合A, 灵活配置型, 0, 0, 7.53
102231588401577984, 968015, 0P0001CESO, 东方汇理亚太新动力股息基金(M 人民币(对冲)-分派), 其他行业股票, 0, 0, 2.44
102231590557450240, 001400, 0P000163XS, 安信鑫安得利灵活配置混合C, 灵活配置型, 0, 0, 3.78
102231592251949056, 000370, 0P0000ZTGB, 广发全球医疗保健（QDII）美元, 行业股票, 0, 0, 9.52
102231594277797888, 000573, 0P00012BTV, 天弘通利混合, 灵活配置型, 0, 0, 4.44
102231596047794176, 968009, 0P0000J1PV, 建银国际-国策主导基金, 中国股票, 0, 0, -14.35
102231597620658176, 001422, 0P000165U1, 景顺长城安享回报灵活配置混合A, 灵活配置型, 0, 0, 5.22
102231599650701312, 001191, 0P00015P0B, 鹏华弘润灵活配置混合 - C, 灵活配置型, 0, 0, 9.81
102231629975519232, 005330, 0P0001CAAS, 汇添富民安增益定期开放混合C, 保守混合型（封闭式）, 0, 0, 4.21
102231632156557312, 519770, 0P00017SVU, 交银优择回报灵活配置混合A, 灵活配置型, 0, 0, 6.80
102231634719277056, 001570, 0P0001706F, 南方利安灵活配置混合A, 灵活配置型, 0, 0, 5.37
102231637126807552, 001423, 0P000165U2, 景顺长城安享回报灵活配置混合C, 灵活配置型, 0, 0, 5.07
102231639316234240, 003828, 0P00019BUQ, 鹏华兴惠定期开放灵活配置混合, 灵活配置型（封闭式）, 0, 0, 4.56
102231641069453312, 005746, 0P0001CTOH, 国泰聚利价值定期开放灵活配置混合, 灵活配置型（封闭式）, 0, 0, 3.07
102231647566430208, 003592, 0P00019GVI, 华泰柏瑞享利灵活配置混合C, 灵活配置型, 0, 0, 4.87
102231649269317632, 003591, 0P00019GVH, 华泰柏瑞享利灵活配置混合A, 灵活配置型, 0, 0, 4.95
102231651056091136, 001580, 0P0001706H, 南方利安灵活配置混合C, 灵活配置型, 0, 0, 5.23
102231653149048832, 001524, 0P00018MOO, 华泰柏瑞精选回报灵活配置混合, 灵活配置型, 0, 0, 9.13
102231655086817280, 002985, 0P00018AZ7, 中银季季红定期开放债券, 普通债券型（封闭式）, 0, 0, 17.46
102231656760344576, 673143, 0P0001D4LQ, 西部利得景程灵活配置混合C, 灵活配置型, 0, 0, 15.58
102231658572283904, 519771, 0P00017SVV, 交银优择回报灵活配置混合C, 灵活配置型, 0, 0, 6.52
102231660501663744, 001123, 0P00015HFV, 鹏华弘利灵活配置混合 - C, 灵活配置型, 0, 0, 4.74
102231662183579648, 000894, 0P00014NH7, 中欧睿达定期开放混合A, 保守混合型（封闭式）, 0, 0, 7.60
102231663769026560, 001570, 0P0001706F, 南方利安灵活配置混合A, 灵活配置型, 0, 0, 5.37
102231665434165248, 003828, 0P00019BUQ, 鹏华兴惠定期开放灵活配置混合, 灵活配置型（封闭式）, 0, 0, 4.56
102231667065749504, 004274, 0P0001D9WE, 浦银安盛安恒回报定期开放混合A, 保守混合型（封闭式）, 0, 0, 1.16
102231668869300224, 003027, 0P00018HA5, 安信新价值灵活配置混合C, 灵活配置型, 0, 0, 3.86
102231670509273088, 673141, 0P0001D4LP, 西部利得景程灵活配置混合A, 灵活配置型, 0, 0, 15.68
102231672170217472, 001580, 0P0001706H, 南方利安灵活配置混合C, 灵活配置型, 0, 0, 5.23
102231674107985920, 001285, 0P00015ZIK, 易方达新鑫灵活配置混合I, 灵活配置型, 0, 0, 5.58
102231675869593600, 003105, 0P00018IVE, 光大保德信永鑫灵活配置混合A, 灵活配置型, 0, 0, 5.13
102231677664755712, 004457, 0P0001A4V5, 光大保德信多策略智选18个月定期开放混合, 保守混合型（封闭式）, 0, 0, 2.65
102231679527026688, 002134, 0P00017C7Z, 广发鑫裕灵活配置混合A, 灵活配置型, 0, 0, 2.97
102231709294002176, 004837, 0P0001CBPJ, 中融鑫价值灵活配置混合C, 灵活配置型, 0, 0, 6.18
102231711009472512, 003720, 0P000197VT, 易方达标普生物科技指数（QDII-LOF）美元, 行业股票, 0, 0, -15.28
102231712817217536, 003106, 0P00018IVF, 光大保德信永鑫灵活配置混合C, 灵活配置型, 0, 0, 5.04
102231714419441664, 002584, 0P0001DD1L, 富安达长盈灵活配置混合, 灵活配置型, 0, 0, -6.52
102231716638228480, 519760, 0P000170Z2, 交银施罗德新回报灵活配置混合C, 灵活配置型, 0, 0, 6.22
102231718399836160, 002719, 0P0001I1GQ, 融通增祥三个月定期开放债券, 积极债券型（封闭式）, 0, 0, 23.44
102231720064974848, 519956, 0P000167RY, 长信睿进灵活配置混合C, 灵活配置型, 0, 0, 0.82
102231721801416704, 003283, 0P00018OT3, 信诚至裕灵活配置混合C, 灵活配置型, 0, 0, 1.60
102231723571412992, 003282, 0P00018OT2, 信诚至裕灵活配置混合A, 灵活配置型, 0, 0, 1.69
102231725182025728, 003586, 0P000195DB, 先锋精一灵活配置混合A, 灵活配置型, 0, 0, -4.34
102231729149837312, 002619, 0P00017TTC, 中银裕利灵活配置混合C, 灵活配置型, 0, 0, 4.70
102231731066634240, 001286, 0P00015ZIL, 易方达新鑫灵活配置混合E, 灵活配置型, 0, 0, 5.41
