代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
167418893726384128, 450007, F0000004EL, 国富成长动力混合, 积极配置 - 大盘成长, 2, 2, -28.21
167418895378939904, 005764, 0P0001CWA3, 中欧潜力价值灵活配置混合C, 积极配置 - 中小盘, 2, 0, -19.09
167418896968581120, 270002, F0000003WF, 广发稳健增长混合A, 标准混合, 2, 3, -13.33
167418898633719808, 519692, F000000419, 交银成长混合A, 积极配置 - 大盘成长, 2, 2, -34.10
167418900420493312, 005391, 0P0001CHRG, 工银创业板ETF联接C, 大盘成长股票, 2, 0, -32.81
167418902354067456, 163805, F00000049C, 中银动态策略混合A, 积极配置 - 大盘成长, 2, 2, -33.18
167418904321196032, 004744, 0P0001ALHX, 易方达创业板ETF联接C, 大盘成长股票, 2, 0, -33.30
167418906095386624, 400001, F0000003WW, 东方龙混合, 积极配置 - 大盘成长, 2, 2, -27.22
167418907974434816, 519172, 0P0001785H, 浦银安盛睿智精选灵活配置混合A, 积极配置 - 大盘成长, 2, 2, -36.10
167418910633623552, 169201, 0P0001DI21, 浙商汇金鼎盈事件驱动灵活配置混合（LOF）, 灵活配置, 2, 0, -30.39
167418912793690112, 360012, F0000004J0, 光大保德信中小盘混合, 积极配置 - 大盘成长, 2, 2, -34.33
167418914429468672, 762001, 0P00016CQS, 国金国鑫灵活配置混合A, 积极配置 - 大盘成长, 2, 2, -28.34
167418937254871040, 002449, 0P00017SKO, 民生加银量化中国灵活配置混合, 灵活配置, 2, 2, -7.06
167418941197516800, 001349, 0P0001617N, 富国改革动力混合, 积极配置 - 大盘成长, 2, 1, -27.70
167418942837489664, 202003, F00000041J, 南方绩优成长混合A, 积极配置 - 大盘成长, 2, 3, -24.73
167418944666206208, 001255, 0P000160P1, 长城改革红利灵活配置混合, 积极配置 - 大盘成长, 2, 1, -29.47
167418946364899328, 000551, 0P00012JQ1, 信诚幸福消费混合, 积极配置 - 大盘成长, 2, 2, -25.14
167418948000677888, 003765, 0P0001ACCZ, 广发创业板ETF联接A, 大盘成长股票, 2, 0, -33.39
167418949770674176, 003800, 0P0001997R, 华安新泰利灵活配置混合C, 保守混合, 2, 2, -5.38
167418951377092608, 519039, F000000449, 长盛同德主题混合, 积极配置 - 大盘成长, 2, 2, -27.17
167418953025454080, 006306, 0P0001EHI9, 泰达宏利泰和平衡养老目标三年持有期混合（FOF）, 标准混合, 2, 0, -10.10
167418955214880768, 001980, 0P0001COVY, 中欧量化驱动混合, 积极配置 - 大盘成长, 2, 0, -27.34
167418957072957440, 519087, F0000003Y7, 新华优选分红混合, 积极配置 - 大盘成长, 2, 2, -33.70
167418958746484736, 002021, F00000040D, 华夏回报二号混合, 标准混合, 2, 3, -11.23
167418960315154432, 163402, F0000003YF, 兴全趋势投资混合（LOF）, 积极配置 - 大盘成长, 2, 3, -27.39
167418962005458944, 290004, F00000041K, 泰信优质生活混合, 积极配置 - 大盘成长, 2, 1, -33.53
167418964031307776, 003799, 0P0001997Q, 华安新泰利灵活配置混合A, 保守混合, 2, 2, -5.35
167418965637726208, 519732, 0P0000Z821, 交银定期支付双息平衡混合, 标准混合, 2, 4, -23.74
167418967537745920, 005616, 0P0001CNFU, 东方量化成长灵活配置混合, 积极配置 - 大盘成长, 2, 0, -19.38
167418969186107392, 112002, F00000040O, 易方达策略成长二号混合, 积极配置 - 大盘成长, 2, 2, -32.87
167418971501363200, 005551, 0P0001CINF, 汇安成长优选灵活配置混合C, 积极配置 - 大盘成长, 2, 0, -22.89
167418973061644288, 960016, 0P000170NM, 交银成长混合H, 积极配置 - 大盘成长, 2, 2, -34.10
167418974861000704, 161908, 0P000136M0, 万家添利债券（LOF）, 可转债, 2, 3, -1.89
167418976664551424, 460009, 0P0000O85P, 华泰柏瑞量化先行混合A, 积极配置 - 中小盘, 2, 3, -20.01
167418978300329984, 001604, 0P0001764S, 浙商汇金转型升级灵活配置混合, 灵活配置, 2, 2, -20.60
167418979906748416, 005112, 0P0001BJV9, 银华中证全指医药卫生指数增强, 行业股票-医药, 2, 0, -29.71
167418981508972544, 003766, 0P0001ACD0, 广发创业板ETF联接C, 大盘成长股票, 2, 0, -33.43
167419004653142016, 000080, 0P0000YL6Q, 天治可转债增强债券 - A, 可转债, 2, 3, -13.87
167419006251171840, 217016, 0P0000O4VJ, 招商深证100指数A, 大盘成长股票, 2, 3, -27.40
167419008016973824, 020026, 0P0000VDDE, 国泰成长优选混合, 积极配置 - 大盘成长, 2, 2, -31.58
167419009644363776, 003511, 0P00018X16, 长盛可转债债券C, 可转债, 2, 3, -25.72
167419011267559424, 070003, F020070003, 嘉实稳健混合, 标准混合, 2, 2, -13.27
167419012861394944, 006687, 0P0001F570, 方正富邦深证100ETF联接A, 大盘成长股票, 2, 0, -26.65
167419014442647552, 519173, 0P0001785I, 浦银安盛睿智精选灵活配置混合C, 积极配置 - 大盘成长, 2, 2, -36.26
167419016044871680, 288002, F0000003YJ, 华夏收入混合, 积极配置 - 大盘成长, 2, 2, -27.20
167419017701621760, 000477, 0P00013FUQ, 广发主题领先灵活配置混合, 积极配置 - 大盘成长, 2, 2, -25.63
167419019354177536, 161625, 0P00019CD7, 融通可转债债券C, 可转债, 2, 2, -19.16
167419021027704832, 001898, 0P0001BHYU, 易方达大健康主题灵活配置混合, 积极配置 - 大盘成长, 2, 0, -31.43
167419022726397952, 004480, 0P00019Z1H, 华宝智慧产业灵活配置混合, 积极配置 - 大盘成长, 2, 0, -24.45
167419024345399296, 519007, F0000003ZL, 海富通强化回报混合, 保守混合, 2, 1, -2.80
167419026190893056, 350008, 0P00018BXZ, 天治新消费灵活配置混合, 灵活配置, 2, 2, -25.69
167419028141244416, 213008, F00000049Z, 宝盈资源优选混合, 积极配置 - 大盘成长, 2, 1, -33.86
167419029848326144, 000878, 0P00014MSI, 中海医药健康产业精选灵活配置混合 - A, 行业混合 - 医药, 2, 3, -32.86
167419033174409216, 000955, 0P000154UQ, 南方产业活力股票, 大盘成长股票, 2, 2, -26.62
167419034835353600, 163111, 0P0001AGV3, 申万菱信中小企业100指数（LOF）A, 大盘成长股票, 2, 0, -27.82
167419036475326464, 160314, F00000044C, 华夏行业混合（LOF）, 积极配置 - 大盘成长, 2, 2, -38.75
167419038723473408, 004477, 0P00019Y6W, 嘉实沪港深回报混合, 沪港深积极配置, 2, 2, -31.22
167419040417972224, 162207, F0000003ZB, 泰达宏利效率优选混合（LOF）, 标准混合, 2, 2, -22.55
167419042406072320, 001712, 0P00016HUL, 东方红优势精选灵活配置混合, 积极配置 - 大盘成长, 2, 3, -23.13
167419043966353408, 001150, 0P00015QIT, 融通互联网传媒灵活配置混合, 积极配置 - 大盘成长, 2, 2, -36.34
167419046017368064, 090004, F0000003WR, 大成精选增值混合, 积极配置 - 大盘成长, 2, 3, -25.79
167419047737032704, 000011, F0000003WH, 华夏大盘精选混合A, 积极配置 - 大盘成长, 2, 3, -28.42
167419100740452352, 206013, 0P0001DZ5X, 鹏华宏观灵活配置混合, 标准混合, 2, 0, -3.93
167419102820827136, 004408, 0P00019UXW, 招商深证100指数C, 大盘成长股票, 2, 0, -27.49
167419106910273536, 003884, 0P0001DX7U, 汇安沪深300指数增强A, 大盘成长股票, 2, 0, -24.58
167419117282787328, 002328, 0P00017P98, 银华泰利灵活配置混合C, 灵活配置, 2, 3, -6.18
167419122798297088, 165531, 0P0001C5BN, 信诚多策略灵活配置混合（LOF）, 灵活配置, 2, 0, -17.46
167419128863260672, 001118, 0P00015KLA, 华宝事件驱动混合, 积极配置 - 大盘成长, 2, 2, -25.51
167419130499039232, 002080, 0P000170EG, 前海开源一带一路主题精选灵活配置混合C, 灵活配置, 2, 1, -32.48
167419132105457664, 585001, 0P0000S37W, 东吴中证新兴, 大盘成长股票, 2, 2, -29.50
167419133833510912, 003282, 0P00018OT2, 信诚至裕灵活配置混合A, 保守混合, 2, 3, -4.67
167419135536398336, 165528, 0P0001CAC7, 信诚鼎利灵活配置混合（LOF）, 灵活配置, 2, 0, -34.80
167419138921201664, 001449, 0P000168MG, 华商双驱优选灵活配置混合, 积极配置 - 大盘成长, 2, 2, -26.92
167419141609750528, 000530, 0P00012E3H, 招商丰盛稳定增长灵活配置混合A, 积极配置 - 大盘成长, 2, 2, -34.86
167419143539130368, 570005, F0000004GZ, 诺德成长优势混合, 积极配置 - 大盘平衡, 2, 3, -15.14
167419145300738048, 006540, 0P0001F2LC, 南方绩优成长混合C, 积极配置 - 大盘成长, 2, 0, -24.92
167419146907156480, 001209, 0P00015R95, 前海开源一带一路主题精选灵活配置混合A, 灵活配置, 2, 1, -32.49
167419149012697088, 000081, 0P0000YLAU, 天治可转债增强债券 - C, 可转债, 2, 2, -14.02
167419150883356672, 001027, 0P000159JS, 前海开源中证大农业指数增强A, 行业股票 - 消费, 2, 1, -17.67
167419152489775104, 180003, F0000003WI, 银华-道琼斯88指数 A, 大盘成长股票, 2, 3, -26.89
167419154079416320, 399011, 0P000166YQ, 中海医疗保健主题股票, 行业股票-医药, 2, 4, -30.92
167419155761332224, 004157, 0P00019T3X, 信诚至诚灵活配置混合A, 灵活配置, 2, 3, -8.09
167419157485191168, 161227, 0P00016IAH, 国投瑞银瑞福深证100指数（LOF）, 大盘成长股票, 2, 3, -27.03
167419159225827328, 202007, F00000044B, 南方隆元产业主题混合, 积极配置 - 大盘成长, 2, 3, -24.82
167419160937103360, 202019, F0000004IW, 南方策略优化混合, 积极配置 - 大盘成长, 2, 1, -26.50
167419165018161152, 002011, F0000003XW, 华夏红利混合, 积极配置 - 大盘成长, 2, 2, -27.83
167419168683982848, 519110, F00000049G, 浦银安盛价值成长混合A, 积极配置 - 中小盘, 2, 2, -35.09
167419193371656192, 003283, 0P00018OT3, 信诚至裕灵活配置混合C, 保守混合, 2, 1, -4.71
167419195703689216, 159961, 0P0001ESB2, 方正富邦深证100ETF, 大盘成长股票, 2, 0, -28.17
167419197733732352, 000312, 0P0000ZEF5, 华安沪深300增强A, 大盘成长股票, 2, 3, -25.06
167419200703299584, 590002, F000000443, 中邮核心成长混合, 积极配置 - 大盘成长, 2, 2, -23.83
167419202745925632, 000264, 0P0000Z4DK, 博时内需增长混合A, 积极配置 - 大盘成长, 2, 2, -39.67
167419204394287104, 165512, 0P0000TK9X, 信诚新机遇混合（LOF）, 积极配置 - 大盘平衡, 2, 3, -24.82
167419205950373888, 001711, 0P0001981H, 安信新趋势灵活配置混合C, 保守混合, 2, 3, 0.53
167419208001388544, 005946, 0P0001DESV, 工银可转债优选债券C, 可转债, 2, 0, -20.83
167419210111123456, 210001, F020210000, 金鹰成份股优选混合, 积极配置 - 大盘平衡, 2, 2, -20.70
167419211973394432, 168104, 0P0001EP7V, 九泰锐丰灵活配置混合（LOF）A, 灵活配置, 2, 0, -30.34
167419214213152768, 004158, 0P00019T3Y, 信诚至诚灵活配置混合B, 灵活配置, 2, 3, -8.17
167419216952033280, 004505, 0P00019ZC9, 博时新兴消费主题混合A, 积极配置 - 大盘成长, 2, 0, -22.61
167419218625560576, 001313, 0P000162HM, 上投摩根智慧互联股票, 大盘成长股票, 2, 2, -33.30
167419220336836608, 003595, 0P0001913R, 长盛盛崇灵活配置混合C, 灵活配置, 2, 3, -13.57
167419221981003776, 166005, F0000004GA, 中欧价值发现混合 -A, 积极配置 - 中小盘, 2, 3, -18.26
167419224145264640, 001882, 0P00016S5Q, 中欧价值发现混合 -E, 积极配置 - 中小盘, 2, 3, -18.26
167419225743294464, 410001, F0000003X8, 华富竞争力优选混合, 积极配置 - 中小盘, 2, 3, -27.63
167419227362295808, 003885, 0P0001DX7V, 汇安沪深300指数增强C, 大盘成长股票, 2, 0, -24.67
167419229195206656, 519069, F0000004E2, 汇添富价值精选混合A, 积极配置 - 大盘成长, 2, 3, -24.28
167419230860345344, 004731, 0P0001C45B, 万家瑞尧灵活配置混合A, 灵活配置, 2, 0, -4.15
167419232433209344, 002630, 0P0001974V, 江信瑞福灵活配置混合A, 灵活配置, 2, 2, -23.07
167419233993490432, 006688, 0P0001F571, 方正富邦深证100ETF联接C, 大盘成长股票, 2, 0, -26.74
167419235549577216, 005793, 0P0001D4T6, 华富可转债债券, 可转债, 2, 0, -20.09
167419237151801344, 004696, 0P0001CAKA, 东兴量化优享灵活配置混合, 灵活配置, 2, 0, -10.19
167419239982956544, 001635, 0P0001701N, 万家瑞益灵活配置混合A, 保守混合, 2, 3, -4.27
167419263068405760, 001371, 0P000163SD, 富国沪港深价值精选灵活配置混合A, 沪港深积极配置, 2, 3, -23.08
167419264679018496, 001210, 0P00015Y9W, 天弘互联网灵活配置混合A, 行业混合 - 科技、传媒及通讯, 2, 3, -37.45
167419266365128704, 001965, 0P0001AKD4, 圆信永丰兴源灵活配置混合A, 灵活配置, 2, 0, -27.05
167419267933798400, 400003, F0000003YP, 东方精选混合, 积极配置 - 大盘成长, 2, 1, -25.16
167419269531828224, 001316, 0P0001617J, 安信稳健增值灵活配置混合A, 保守混合, 2, 3, 0.45
167419271360544768, 002120, 0P00018YGK, 广发安悦回报灵活配置混合A, 保守混合, 2, 3, -0.82
167419274355277824, 001966, 0P0001AKD5, 圆信永丰兴源灵活配置混合C, 灵活配置, 2, 0, -27.10
167419276045582336, 110002, F020110002, 易方达策略成长混合, 积极配置 - 大盘成长, 2, 2, -33.77
167419277702332416, 000879, 0P00014MSJ, 中海医药健康产业精选灵活配置混合 - C, 行业混合 - 医药, 2, 3, -33.08
167419279229059072, 004854, 0P0001BDDJ, 广发中证全指汽车指数A, 行业股票 - 消费, 2, 0, -29.65
167419281967939584, 005095, 0P0001CNLU, 国泰量化成长优选混合A, 积极配置 - 大盘成长, 2, 0, -12.85
167419283477889024, 002631, 0P0001974W, 江信瑞福灵活配置混合C, 灵活配置, 2, 2, -23.19
167419285587623936, 001732, 0P0001AELP, 广发百发大数据策略价值灵活配置混合E, 积极配置 - 大盘成长, 2, 0, -21.00
167419287273734144, 519068, F000000421, 汇添富成长焦点混合, 积极配置 - 大盘成长, 2, 3, -25.76
167419290247495680, 519170, 0P00015DL5, 浦银安盛增长动力灵活配置混合A, 积极配置 - 大盘成长, 2, 2, -34.30
167419295041585152, 001610, 0P00016BBE, 平安鑫享混合C, 灵活配置, 2, 3, -8.57
167419335835385856, 002407, 0P0001D3N1, 前海开源恒远灵活配置混合, 灵活配置, 2, 0, -13.25
167419372816564224, 004732, 0P0001C45D, 万家瑞尧灵活配置混合C, 灵活配置, 2, 0, -4.21
167419374884356096, 001430, 0P000165U0, 中邮乐享收益灵活配置混合, 灵活配置, 2, 3, -3.55
167419376880844800, 004455, 0P00019VHH, 中欧康裕混合C, 保守混合, 2, 3, -3.36
167419378529206272, 519001, F0000003Y4, 银华核心价值优选混合, 积极配置 - 大盘成长, 2, 2, -25.78
167419380194344960, 005489, 0P0001D4LN, 中金衡优灵活配置混合A, 灵活配置, 2, 0, -10.49
167419381830123520, 340007, F00000049O, 兴全社会责任混合, 积极配置 - 大盘成长, 2, 3, -32.44
167419383377821696, 000496, 0P00012JY4, 长安产业精选灵活配置混合A, 灵活配置, 2, 3, -36.80
167419384984240128, 005120, 0P0001CA21, 上投摩根量化多因子灵活配置混合, 积极配置 - 大盘成长, 2, 0, -22.05
167419408828858368, 000313, 0P0000ZEF6, 华安沪深300增强C, 大盘成长股票, 2, 3, -25.16
167419410993119232, 003333, 0P000197H6, 泰信智选成长灵活配置混合, 灵活配置, 2, 1, -27.36
167419412599537664, 519066, F0000004AL, 汇添富蓝筹稳健混合A, 积极配置 - 大盘成长, 2, 3, -24.92
167419414235316224, 004750, 0P0001BT4A, 广发鑫和灵活配置混合A, 保守混合, 2, 0, -4.24
167419415862706176, 000056, 0P0000YS2C, 建信消费升级混合, 积极配置 - 大盘成长, 2, 2, -25.87
167419420187033600, 530018, 0P0000VCNX, 建信深证100指数增强, 大盘成长股票, 2, 3, -26.98
167419421785063424, 006267, 0P0001ESJ9, 诺德量化核心灵活配置混合A, 灵活配置, 2, 0, -27.71
167419426931474432, 004855, 0P0001BDDK, 广发中证全指汽车指数C, 行业股票 - 消费, 2, 0, -29.69
167419429989122048, 004100, 0P00019L2G, 鹏华安益增强混合, 保守混合, 2, 3, -5.23
167419431591346176, 040008, F00000043X, 华安策略优选混合A, 积极配置 - 大盘成长, 2, 4, -24.12
167419433126461440, 005395, 0P0001CZCK, 泓德臻远回报灵活配置混合, 沪港深积极配置, 2, 0, -31.63
167419434749657088, 160219, 0P0000Z6UO, 国泰国证医药卫生行业指数（LOF）A, 行业股票-医药, 2, 3, -26.59
167419436402212864, 005217, 0P0001BOE3, 建信福泽安泰混合型基金中基金（FOF）A, 保守混合, 2, 0, -6.19
167419438193180672, 000173, 0P0000YVNM, 汇添富美丽30混合A, 积极配置 - 大盘成长, 2, 3, -25.50
167419439812182016, 001636, 0P0001701O, 万家瑞益灵活配置混合C, 保守混合, 2, 3, -4.32
167419441536040960, 210009, 0P0000VVE8, 金鹰核心资源混合, 积极配置 - 中小盘, 2, 1, -38.29
167419443960348672, 001136, 0P00015JL8, 易方达裕如灵活配置混合, 保守混合, 2, 3, -1.87
167419445759705088, 080008, 0P00012FKM, 长盛战略新兴产业灵活配置混合A, 灵活配置, 2, 2, -13.15
167419450125975552, 005866, 0P0001DX70, 浦银安盛量化多策略灵活配置混合C, 灵活配置, 2, 0, -6.25
167419451694645248, 005043, 0P0001BK1T, 国寿安保健康科学混合A, 行业混合 - 医药, 2, 0, -29.50
167419454202839040, 519610, 0P00017PZ8, 银河旺利灵活配置混合A, 保守混合, 2, 2, -2.89
167419455821840384, 003396, 0P00018W2N, 东方红优享红利混合, 沪港深积极配置, 2, 3, -24.96
167419457545699328, 006268, 0P0001ESJA, 诺德量化核心灵活配置混合C, 灵活配置, 2, 0, -27.73
167419459391193088, 110019, F0000004HP, 易方达深证100ETF联接A, 大盘成长股票, 2, 3, -27.33
167419462109102080, 001531, 0P0001DZO1, 招商安益灵活配置混合, 灵活配置, 2, 0, -18.31
167419498159144960, 000507, 0P00011UQZ, 泰达宏利宏达混合A, 保守混合, 2, 3, -5.22
167419502949040128, 229002, 0P0000VTRA, 泰达宏利逆向策略混合, 积极配置 - 大盘成长, 2, 2, -27.27
167419504668704768, 004205, 0P0001ABM0, 东方支柱产业灵活配置混合, 灵活配置, 2, 0, -26.43
167419506811994112, 161118, 0P0000WN13, 易方达中小企业100指数（LOF）A, 大盘成长股票, 2, 2, -28.22
167419511408951296, 003143, 0P00018GAQ, 鹏华弘达灵活配置混合C, 保守混合, 2, 2, -6.38
167419514219134976, 001185, 0P00015QIU, 安信动态策略灵活配置混合A, 保守混合, 2, 3, -3.34
167419516093988864, 004742, 0P0001ALHZ, 易方达深证100ETF联接C, 大盘成长股票, 2, 0, -27.39
167419518023368704, 003561, 0P00019JI5, 诺德成长精选灵活配置混合A, 灵活配置, 2, 3, -11.33
167419519780782080, 005521, 0P0001CGEV, 华安红利精选混合, 沪港深积极配置, 2, 0, -25.39
167419521416560640, 000994, 0P000156JJ, 建信睿盈灵活配置混合A, 灵活配置, 2, 2, -28.38
167419523182362624, 003502, 0P000195VE, 金鹰鑫瑞灵活配置混合A, 保守混合, 2, 2, -3.74
167419524956553216, 004232, 0P00019KY7, 中欧价值发现混合 -C, 积极配置 - 中小盘, 2, 3, -18.47
167419526609108992, 000822, 0P00014FGD, 东海美丽中国灵活配置混合, 积极配置 - 大盘成长, 2, 2, -28.40
167419528676900864, 003142, 0P00018GAP, 鹏华弘达灵活配置混合A, 保守混合, 2, 5, -6.37
167419530711138304, 001731, 0P0001AELO, 广发百发大数据策略价值灵活配置混合A, 积极配置 - 大盘成长, 2, 0, -21.12
167419532808290304, 519011, F020510001, 海富通精选混合, 标准混合, 2, 2, -28.91
167419534423097344, 004936, 0P0001BVH3, 中航混改精选混合A, 积极配置 - 大盘平衡, 2, 0, -17.51
167419536096624640, 004734, 0P0001C600, 中欧瑾灵灵活配置混合A, 灵活配置, 2, 0, -9.82
167419538848088064, 006005, 0P0001GQNW, 诺安鼎利混合A, 保守混合, 2, 0, -3.18
167419540454506496, 005490, 0P0001D4LO, 中金衡优灵活配置混合C, 灵活配置, 2, 0, -10.59
167419542065119232, 519772, 0P00018QI9, 交银新生活力灵活配置混合, 积极配置 - 大盘成长, 2, 4, -35.19
167419544363597824, 001338, 0P0001617K, 安信稳健增值灵活配置混合C, 保守混合, 2, 3, 0.29
167419546011959296, 002989, 0P00018BVU, 融通通乾研究精选灵活配置混合, 积极配置 - 大盘成长, 2, 3, -22.68
167419548092334080, 005044, 0P0001BK1U, 国寿安保健康科学混合C, 行业混合 - 医药, 2, 0, -29.57
167419549740695552, 202005, F00000042O, 南方成份精选混合, 积极配置 - 大盘成长, 2, 2, -28.49
167419572679344128, 002271, 0P0001FEX9, 招商安弘灵活配置混合, 灵活配置, 2, 0, -28.17
167419574248013824, 004926, 0P0001CGF0, 中航军民融合精选混合A, 积极配置 - 大盘成长, 2, 0, -33.37
167419576483577856, 004795, 0P0001C2M7, 富荣福鑫灵活配置混合C, 灵活配置, 2, 0, -25.94
167419578547175424, 002282, 0P0001FVDV, 平安安享灵活配置混合A, 保守混合, 2, 0, -5.70
167419580220702720, 002304, 0P0001FI5T, 平安安心灵活配置混合A, 灵活配置, 2, 0, -28.58
167419581831315456, 004790, 0P0001FG3Y, 富荣中证500指数增强A, 中盘成长股票, 2, 0, -20.25
167419583408373760, 006270, 0P0001F6H4, 汇安核心成长混合A, 积极配置 - 大盘成长, 2, 0, -36.66
167419585123844096, 002071, 0P000170EV, 长安产业精选灵活配置混合C, 灵活配置, 2, 3, -36.90
167419587598483456, 003939, 0P0001AC3D, 南方荣尊混合C, 保守混合, 2, 0, -5.24
167419590194757632, 001720, 0P00019FNR, 工银新增利混合, 保守混合, 2, 2, -4.18
167419591776010240, 004927, 0P0001CGF1, 中航军民融合精选混合C, 积极配置 - 大盘成长, 2, 0, -33.39
167419593344679936, 519175, 0P00019IW0, 浦银安盛经济带崛起灵活配置混合, 保守混合, 2, 1, -12.89
167419594934321152, 519130, 0P00014IHX, 海富通新内需灵活配置混合A, 保守混合, 2, 2, -5.77
167419596574294016, 159901, F0000003YW, 易方达深证100ETF, 大盘成长股票, 2, 3, -28.72
167419598755332096, 164403, 0P00018C2O, 前海开源沪港深农业混合（LOF）A, 沪港深积极配置, 2, 3, -7.98
167419600386916352, 003503, 0P000195VF, 金鹰鑫瑞灵活配置混合C, 保守混合, 2, 4, -3.77
167419601934614528, 002029, 0P000170NK, 安信动态策略灵活配置混合C, 保守混合, 2, 3, -3.41
167419604329562112, 000508, 0P00011UR0, 泰达宏利宏达混合B, 保守混合, 2, 2, -5.28
167419605965340672, 519627, 0P00019DXW, 银河君润灵活配置混合A, 保守混合, 2, 3, -7.51
167419607991189504, 002518, 0P00018HX1, 民生加银鑫福灵活配置混合A, 保守混合, 2, 2, -6.36
167419610700709888, 519628, 0P00019DXX, 银河君润灵活配置混合C, 保守混合, 2, 3, -7.53
167419612491677696, 519611, 0P00017PZ9, 银河旺利灵活配置混合C, 保守混合, 2, 2, -3.03
167419614446223360, 004794, 0P0001C2M6, 富荣福鑫灵活配置混合A, 灵活配置, 2, 0, -25.93
167419616170082304, 000800, 0P00014CGD, 华商未来主题混合, 积极配置 - 大盘成长, 2, 1, -28.45
167419617780695040, 519962, 0P000172N4, 长信利盈灵活配置混合C, 保守混合, 2, 3, -14.54
167419640547377152, 001188, 0P00015R9F, 鹏华改革红利股票, 大盘成长股票, 2, 3, -30.71
167419642170572800, 001164, 0P00015MLH, 中欧琪和灵活配置混合 - A, 保守混合, 2, 3, -2.24
167419644267724800, 007048, 0P0001HHKD, 平安安心灵活配置混合C, 灵活配置, 2, 0, -28.60
167419645970612224, 004791, 0P0001FG3Z, 富荣中证500指数增强C, 中盘成长股票, 2, 0, -20.27
167419649221197824, 000932, 0P000155HP, 前海开源睿远稳健增利混合 - A, 保守混合, 2, 3, -7.97
167419650936668160, 004260, 0P00019MPX, 德邦稳盈增长灵活配置混合, 灵活配置, 2, 2, -13.91
167419652534697984, 002027, 0P000170YF, 中加心享灵活配置混合A, 保守混合, 2, 2, -4.08
167419654199836672, 001800, 0P0001EKNW, 华安新乐享灵活配置混合A, 保守混合, 2, 0, 0.61
167419655772700672, 002212, 0P000178UH, 嘉实新起航灵活配置混合, 灵活配置, 2, 3, -16.20
167419657349758976, 006585, 0P0001F9J3, 南方宝元债券C, 保守混合, 2, 0, -5.73
167419659027480576, 002172, 0P000175TE, 海富通新内需灵活配置混合C, 保守混合, 2, 2, -5.80
167419661112049664, 161612, 0P0000PYFC, 融通深证成份指数A\B, 大盘成长股票, 2, 2, -29.22
167419662735245312, 005226, 0P0001CBGT, 山西证券改革精选灵活配置混合, 灵活配置, 2, 0, -26.39
167419664299720704, 004751, 0P0001BT4B, 广发鑫和灵活配置混合C, 保守混合, 2, 0, -4.35
167419665864196096, 002585, 0P0001DJCP, 建信兴利灵活配置混合, 灵活配置, 2, 0, -14.91
167419667411894272, 004937, 0P0001BVH4, 中航混改精选混合C, 积极配置 - 大盘平衡, 2, 0, -17.54
167419669202862080, 206009, 0P0000T2DC, 鹏华新兴产业混合, 积极配置 - 中小盘, 2, 3, -32.98
167419671929159680, 002384, 0P0001AH8F, 九泰鸿祥服务升级灵活配置混合, 灵活配置, 2, 0, -6.31
167419674336690176, 005650, 0P0001CZSW, 万家量化同顺多策略灵活配置混合A, 积极配置 - 大盘成长, 2, 0, -30.28
167419676035383296, 001414, 0P0001645C, 中融鑫起点灵活配置混合C, 灵活配置, 2, 2, -19.75
167419678212227072, 002533, 0P00017OY4, 中加心享灵活配置混合C, 保守混合, 2, 2, -4.11
167419680393265152, 006557, 0P0001F3MO, 海富通研究精选混合A, 沪港深积极配置, 2, 0, -29.13
167419683954229248, 001074, 0P00015DAW, 华泰柏瑞量化驱动灵活配置混合A, 积极配置 - 大盘平衡, 2, 3, -19.88
167419685489344512, 001802, 0P00017EEO, 易方达瑞财灵活配置混合I, 保守混合, 2, 3, -3.65
167419688966422528, 004510, 0P0001AHRG, 九泰久盛量化先锋灵活配置混合C, 积极配置 - 中小盘, 2, 0, -26.87
167419713842839552, 006581, 0P0001FE1E, 建信优享稳健养老目标一年持有期混合（FOF）, 保守混合, 2, 0, -4.30
167419716468473856, 004050, 0P0001AIRZ, 华夏新锦升灵活配置混合A, 灵活配置, 2, 0, -14.64
167419718162972672, 001524, 0P00018MOO, 华泰柏瑞精选回报灵活配置混合, 保守混合, 2, 2, -5.57
167419719761002496, 002602, 0P00019S1N, 易方达丰惠混合, 保守混合, 2, 1, -1.95
167419721371615232, 006531, 0P0001EUDN, 华泰柏瑞量化驱动灵活配置混合C, 积极配置 - 大盘平衡, 2, 0, -19.94
167419724534120448, 519977, 0P0000VGFE, 长信可转债债券 - A, 可转债, 2, 3, -18.74
167419726270562304, 004099, 0P0001A1IJ, 前海开源沪港深景气行业精选灵活配置混合, 沪港深灵活配置, 2, 0, -25.19
167419728610983936, 007072, 0P0001H0NK, 民生加银鑫福灵活配置混合C, 保守混合, 2, 0, -6.57
167419730611666944, 000458, 0P00011RRA, 英大领先回报混合, 积极配置 - 大盘成长, 2, 3, -36.28
167419733082112000, 005157, 0P0001BODY, 嘉实领航资产配置混合型基金中基金（FOF）C, 保守混合, 2, 0, -11.18
167419734701113344, 004735, 0P0001C601, 中欧瑾灵灵活配置混合C, 灵活配置, 2, 0, -10.06
167419736836014080, 002906, 0P00018WQB, 南方中证500量化增强股票A, 中盘成长股票, 2, 2, -24.67
167419738488569856, 001165, 0P00015MLI, 中欧琪和灵活配置混合 - C, 保守混合, 2, 2, -2.40
167419740610887680, 161604, F020161002, 融通深证100指数A\B, 大盘成长股票, 2, 3, -27.53
