代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
68503053220708352, 006740, 0P0001H4QU, 工银瑞信尊利中短债债券A, 短债型, 0, 0, 4.02
68503054877458432, 006573, 0P0001H4QW, 人保行业轮动混合A, 积极配置型, 0, 0, 12.83
68503056647454720, 007126, 0P0001H4UV, 博道远航混合A, 积极配置型, 0, 0, 15.02
68503058304204800, 007151, 0P0001H4UX, 前海开源沪港深聚瑞混合, 沪港深积极配置型, 0, 0, -10.37
68503059977732096, 007059, 0P0001H4UZ, 汇添富养老目标日期2040五年持有期混合（FOF）, 目标日期, 0, 0, 10.36
68503061730951168, 007153, 0P0001H5A1, 汇添富中证银行ETF联接A, 行业股票 - 金融地产, 0, 0, -0.02
68503063471587328, 006877, 0P0001H5A3, 天治量化核心精选混合A, 积极配置型, 0, 0, -1.94
68503065098977280, 007147, 0P0001H5A5, 博时中债1-3年国开行债券指数A, 短债型, 0, 0, 2.26
68503066806059008, 006345, 0P0001H5A7, 景顺长城集英成长两年定期开放混合, 沪港深积极配置型（封闭式）, 0, 0, -15.59
68503068546695168, 007104, 0P0001H5AT, 易方达恒利3个月定期开放债券, 信用债（封闭式）, 0, 0, 1.81
68503070224416768, 166025, 0P0001H5JA, 中欧远见两年定期开放混合A, 沪港深积极配置型（封闭式）, 0, 0, 5.29
68503071851806720, 006786, 0P0001H5JC, 泰康中证港股通大消费主题指数A, 香港股票型基金, 0, 0, -4.89
68503097734856704, 006595, 0P0001H5JE, 广发港股通优质增长混合, 沪港深积极配置型, 0, 0, -5.88
68503099404189696, 005843, 0P0001H5JG, 金元顺安沣泉债券, 积极债券型, 0, 0, 2.12
68503101027385344, 968053, 0P0001H5QR, 摩根国际债券－PRC人民币份额（每月派息）, 环球债券 - 美元对冲, 0, 0, -1.00
68503102843518976, 968055, 0P0001H5QT, 摩根国际债券－PRC美元份额（每月派息）, 环球债券 - 美元对冲, 0, 0, -0.92
68503104605126656, 968051, 0P0001H5QV, 摩根国际债券人民币对冲派息, 环球债券 - 美元对冲, 0, 0, 0.61
68503106308014080, 007121, 0P0001H5WD, 中加裕盈纯债债券, 信用债, 0, 0, 2.20
68503107826352128, 006260, 0P0001H63S, 汇添富红利增长混合C, 沪港深积极配置型, 0, 0, 6.95
68503109520850944, 007134, 0P0001H63U, 嘉实长青竞争优势股票C, 普通股票型, 0, 0, 0.64
68503111282458624, 007045, 0P0001H63W, 博道沪深300指数增强C, 普通股票型, 0, 0, -1.63
68503112968568832, 007166, 0P0001H63Y, 华夏中债1-3年政策性金融债指数C, 短债型, 0, 0, 1.90
68503114633707520, 512750, 0P0001H640, 嘉实中证锐联基本面50ETF, 普通股票型, 0, 0, -8.28
68503116328206336, 006846, 0P0001H642, 中银福建国有企业债6个月定期开放债券A, 信用债（封闭式）, 0, 0, 2.78
68503117976567808, 006981, 0P0001H6DC, 中金新医药股票A, 沪港深股票型基金, 0, 0, 4.31
68503119717203968, 006879, 0P0001H5JF, 华安智能生活混合, 沪港深积极配置型, 0, 0, 23.34
68503121323622400, 968052, 0P0001H5QQ, 摩根国际债券－PRC人民币份额（累计）, 环球债券 - 美元对冲, 0, 0, -0.87
68503122951012352, 968054, 0P0001H5QS, 摩根国际债券－PRC美元份额（累计）, 环球债券 - 美元对冲, 0, 0, -0.87
68503124603568128, 968050, 0P0001H5QU, 摩根国际债券人民币对冲累计, 环球债券 - 美元对冲, 0, 0, 0.54
68503126390341632, 007146, 0P0001H5WC, 鹏华研究智选混合, 沪港深积极配置型, 0, 0, 11.35
68503128168726528, 006259, 0P0001H63R, 汇添富红利增长混合A, 沪港深积极配置型, 0, 0, 7.44
68503129829670912, 007133, 0P0001H63T, 嘉实长青竞争优势股票A, 普通股票型, 0, 0, 0.93
68503131549335552, 007044, 0P0001H63V, 博道沪深300指数增强A, 普通股票型, 0, 0, -1.40
68503133193502720, 007165, 0P0001H63X, 华夏中债1-3年政策性金融债指数A, 短债型, 0, 0, 1.96
68503134959304704, 006429, 0P0001H63Z, 诺安恒鑫混合, 积极配置型, 0, 0, 4.72
68503136620249088, 007158, 0P0001H641, 平安合盛3个月定期开放债券, 纯债基金（封闭式）, 0, 0, 2.48
68503138344108032, 006847, 0P0001H643, 中银福建国有企业债6个月定期开放债券C, 信用债（封闭式）, 0, 0, 2.57
68503166152343552, 007005, 0P0001H6DD, 中金新医药股票C, 沪港深股票型基金, 0, 0, 4.07
68503167913951232, 007197, 0P0001H6MW, 富国中债1-5年农发行债券指数A, 利率债, 0, 0, 2.68
68503169717501952, 512910, 0P0001H6MY, 广发中证100ETF, 普通股票型, 0, 0, -8.10
68503171537829888, 006809, 0P0001H6N0, 泰康港股通中证香港银行投资指数A, 香港股票型基金, 0, 0, 4.29
68503173299437568, 007169, 0P0001H6WW, 易方达中债1-3年国开行债券指数A, 短债型, 0, 0, 2.33
68503175010713600, 007135, 0P0001H6WY, 广发中证100ETF联接A, 普通股票型, 0, 0, -8.16
68503178005446656, 007199, 0P0001H6X0, 永赢泰利债券A, 利率债, 0, 0, 1.93
68503179729305600, 007152, 0P0001H76E, 诺德策略精选混合, 积极配置型, 0, 0, 7.28
68503181369278464, 007185, 0P0001H76G, 蜂巢添鑫纯债债券C, 利率债, 0, 0, 2.59
68503183151857664, 005466, 0P0001H76I, 华泰紫金智惠定期开放债券C, 纯债基金（封闭式）, 0, 0, None
68503184921853952, 007174, 0P0001H76K, 招商添旭3个月定期开放债券C, 信用债（封闭式）, 0, 0, None
68503186658295808, 006753, 0P0001H76M, 天弘港股通精选灵活配置混合C, 沪港深积极配置型, 0, 0, -3.28
68503188340211712, 007172, 0P0001H76O, 易方达中债3-5年国开行债券指数C, 利率债, 0, 0, 3.53
68503190194094080, 006575, 0P0001H6DF, 华安养老目标日期2030三年持有期混合（FOF）, 目标日期, 0, 0, 3.14
68503191855038464, 007198, 0P0001H6MX, 富国中债1-5年农发行债券指数C, 利率债, 0, 0, 2.62
68503193557925888, 006918, 0P0001H6MZ, 国联安安享稳健养老目标一年持有期混合(FOF), 保守混合型, 0, 0, 1.78
68503195294367744, 006810, 0P0001H6N1, 泰康港股通中证香港银行投资指数C, 香港股票型基金, 0, 0, 4.05
68503197051781120, 007170, 0P0001H6WX, 易方达中债1-3年国开行债券指数C, 短债型, 0, 0, 2.27
68503198700142592, 007136, 0P0001H6WZ, 广发中证100ETF联接C, 普通股票型, 0, 0, -8.21
68503200537247744, 007200, 0P0001H6X1, 永赢泰利债券C, 利率债, 0, 0, 1.78
68503202286272512, 007184, 0P0001H76F, 蜂巢添鑫纯债债券A, 利率债, 0, 0, 2.61
68503204026908672, 007201, 0P0001H76H, 民生加银聚益纯债债券, 纯债基金, 0, 0, 2.44
68503205960482816, 007173, 0P0001H76J, 招商添旭3个月定期开放债券A, 信用债（封闭式）, 0, 0, 2.74
68503207642398720, 006752, 0P0001H76L, 天弘港股通精选灵活配置混合A, 沪港深积极配置型, 0, 0, -3.12
68503209550807040, 007171, 0P0001H76N, 易方达中债3-5年国开行债券指数A, 利率债, 0, 0, 3.05
68503239762378752, 007208, 0P0001H76P, 中邮中债-1-3年久期央企20债券指数A, 短债型, 0, 0, 3.13
68503241461071872, 501072, 0P0001H76R, 国金标普中国A股低波红利指数增强（LOF）, 普通股票型, 0, 0, -2.50
68503243226873856, 007160, 0P0001H76T, 南方富元稳健养老目标一年持有期混合（FOF）C, 保守混合型, 0, 0, 3.58
68503244988481536, 007057, 0P0001H7SN, 中泰蓝月短债债券A, 短债型, 0, 0, 2.06
68503246825586688, 006904, 0P0001H7SP, 泰康产业升级混合A, 沪港深积极配置型, 0, 0, 5.28
68503248524279808, 006667, 0P0001H7SS, 南华瑞元定期开放债券, 纯债基金（封闭式）, 0, 0, 2.76
68503250231361536, 006880, 0P0001H8R2, 交银施罗德安享稳健养老目标一年持有期混合(FOF), 保守混合型, 0, 0, 3.23
68503251862945792, 006467, 0P0001H8R4, 浦银安盛双债增强债券C, 积极债券型, 0, 0, 2.93
68503253540667392, 007193, 0P0001H8XN, 恒越核心精选混合C, 沪港深积极配置型, 0, 0, 37.86
68503255289692160, 007084, 0P0001H90K, 天治转型升级混合, 积极配置型, 0, 0, -5.70
68503256896110592, 007124, 0P0001H9HL, 工银瑞信中债1-3年农发行债券指数A, 短债型, 0, 0, 2.14
68503258670301184, 007231, 0P0001H9HN, 国泰民安养老目标日期2040三年持有期混合（FOF）, 目标日期, 0, 0, 4.58
68503261191077888, 007273, 0P0001H9M1, 鹏华长乐稳健养老目标一年持有期混合（FOF）, 保守混合型, 0, 0, 1.89
68503263313395712, 007209, 0P0001H76Q, 中邮中债-1-3年久期央企20债券指数C, 短债型, 0, 0, 3.02
68503264970145792, 007159, 0P0001H76S, 南方富元稳健养老目标一年持有期混合（FOF）A, 保守混合型, 0, 0, 3.81
68503266618507264, 005465, 0P0001H76W, 华泰紫金智惠定期开放债券A, 纯债基金（封闭式）, 0, 0, 1.84
68503268522721280, 007058, 0P0001H7SO, 中泰蓝月短债债券C, 短债型, 0, 0, 1.88
68503270540181504, 006905, 0P0001H7SQ, 泰康产业升级混合C, 沪港深积极配置型, 0, 0, 4.98
68503272163377152, 007188, 0P0001H8EL, 嘉实养老目标日期2050五年持有期混合（FOF）, 目标日期, 0, 0, 5.66
68503274013065216, 006466, 0P0001H8R3, 浦银安盛双债增强债券A, 积极债券型, 0, 0, 3.13
68503275799838720, 007192, 0P0001H8XM, 恒越研究精选混合C, 沪港深积极配置型, 0, 0, 43.68
68503277431422976, 006235, 0P0001H90J, 东方城镇消费主题混合, 行业混合 - 消费, 0, 0, -5.58
68503279063007232, 007232, 0P0001H9HK, 万家平衡养老目标三年持有期混合(FOF), 标准混合型, 0, 0, 4.31
68503280673619968, 007125, 0P0001H9HM, 工银瑞信中债1-3年农发行债券指数C, 短债型, 0, 0, 2.09
68503282493947904, 007139, 0P0001H9HO, 富国民裕进取沪港深成长精选混合A, 沪港深积极配置型, 0, 0, 6.35
68503311531114496, 007271, 0P0001H9M2, 鹏华养老目标日期2045三年持有期混合（FOF）, 目标日期, 0, 0, 3.22
68503313108172800, 006882, 0P0001H9PE, 华泰保兴健康消费混合A, 行业混合 - 消费, 0, 0, -3.35
68503314873974784, 006718, 0P0001H9PG, 国融融盛龙头严选混合A, 积极配置型, 0, 0, -0.65
68503316606222336, 007255, 0P0001H9PI, 华宝稳健养老目标一年持有期混合(FOF), 保守混合型, 0, 0, 1.18
68503318346858496, 007234, 0P0001H9PK, 博时优势企业3年封闭运作灵活配置混合（LOF）C, 沪港深积极配置型（封闭式）, 0, 0, None
68503320024580096, 007162, 0P0001H9PM, 南方恒庆一年定期开放债券C, 纯债基金（封闭式）, 0, 0, 1.56
68503321765216256, 006792, 0P0001H9ZW, 鹏华香港美国互联网股票（LOF）美元现汇, 行业股票, 0, 0, -3.12
68503323539406848, 006671, 0P0001HA6C, 广发消费升级股票, 沪港深股票型基金, 0, 0, -6.57
68503325191962624, 006926, 0P0001HAFS, 长城量化精选股票A, 普通股票型, 0, 0, 3.74
68503326890655744, 007279, 0P0001HAU6, 永赢众利债券, 利率债, 0, 0, 2.41
68503328455131136, 512760, 0P0001HAU8, 国泰CES半导体行业ETF, 行业股票 - 科技、传媒及通讯, 0, 0, 38.51
68503330174795776, 007296, 0P0001HB2G, 天弘安益债券C, 纯债基金, 0, 0, 2.29
68503331802185728, 007129, 0P0001HB2I, 天弘增强回报债券C, 积极债券型, 0, 0, 9.06
68503333542821888, 006608, 0P0001H9PD, 泓德研究优选混合, 沪港深积极配置型, 0, 0, 3.15
68503335333789696, 006883, 0P0001H9PF, 华泰保兴健康消费混合C, 行业混合 - 消费, 0, 0, -3.68
68503337141534720, 006719, 0P0001H9PH, 国融融盛龙头严选混合C, 积极配置型, 0, 0, -0.76
68503338857005056, 160526, 0P0001H9PJ, 博时优势企业3年封闭运作灵活配置混合（LOF）A, 沪港深积极配置型（封闭式）, 0, 0, 6.03
68503340589252608, 007161, 0P0001H9PL, 南方恒庆一年定期开放债券A, 纯债基金（封闭式）, 0, 0, 1.56
68503342451523584, 006617, 0P0001H9PN, 工银瑞信瑞泽定期开放债券, 纯债基金（封闭式）, 0, 0, 5.76
68503344192159744, 007215, 0P0001HA6B, 国寿安保泰荣纯债债券, 普通债券型, 0, 0, 2.26
68503345983127552, 512480, 0P0001HAFR, 国联安中证全指半导体产品与设备ETF, 行业股票 - 科技、传媒及通讯, 0, 0, 37.72
68503347790872576, 007250, 0P0001HAU5, 广发养老目标日期2050五年持有期混合（FOF）, 目标日期, 0, 0, 5.82
68503349493760000, 512170, 0P0001HAU7, 华宝中证医疗ETF, 行业股票 - 医药, 0, 0, 1.77
68503351553163264, 007295, 0P0001HB2F, 天弘安益债券A, 纯债基金, 0, 0, 2.46
68503353516097536, 007128, 0P0001HB2H, 天弘增强回报债券A, 积极债券型, 0, 0, 9.31
68503385317310464, 006997, 0P0001HB2J, 平安惠添纯债债券, 纯债基金, 0, 0, 2.59
68503386969866240, 007286, 0P0001HB2L, 中邮纯债裕利三个月定期开放债券, 信用债（封闭式）, 0, 0, 3.11
68503388727279616, 007321, 0P0001HB82, 鹏华金利债券, 信用债, 0, 0, 3.00
68503390405001216, 006737, 0P0001HBLY, 诺安恒惠债券, 利率债, 0, 0, 0.16
68503392128860160, 159972, 0P0001HBS6, 鹏华中证5年期地方政府债ETF, 利率债, 0, 0, 3.42
68503393894662144, 007346, 0P0001HBXB, 易方达科技创新混合, 沪港深灵活配置型, 0, 0, 18.65
68503395593355264, 006892, 0P0001HCAH, 新华鼎利债券C, 积极债券型, 0, 0, 0.27
68503397438849024, 007340, 0P0001HCAJ, 南方科技创新混合A, 沪港深积极配置型, 0, 0, 30.89
68503399171096576, 007349, 0P0001HCAL, 华夏科技创新混合A, 沪港深积极配置型, 0, 0, 4.11
68503400978841600, 006689, 0P0001HCAN, 方正富邦信泓灵活配置混合A, 灵活配置型, 0, 0, 2.18
68503402753032192, 007355, 0P0001HCAP, 汇添富科技创新灵活配置混合A, 沪港深灵活配置型, 0, 0, 15.39
68503404594331648, 006909, 0P0001HCAR, 华夏战略新兴成指ETF联接A, 普通股票型, 0, 0, 11.54
68503406133641216, 006836, 0P0001HCAT, 永赢惠泽一年定期开放灵活配置混合, 灵活配置型（封闭式）, 0, 0, -1.12
68503407886860288, 007259, 0P0001HB2K, 民生加银中债1-3年农发行债券指数, 短债型, 0, 0, 2.18
68503409489084416, 007235, 0P0001HB55, 广发聚利债券(LOF) C, 普通债券型, 0, 0, 4.36
68503411292635136, 007309, 0P0001HB83, 鹏华9-10年利率债债券A, 利率债, 0, 0, 4.12
68503413012299776, 007302, 0P0001HBLZ, 华宝宝盛纯债债券, 纯债基金, 0, 0, 2.29
68503414752935936, 160645, 0P0001HBX6, 鹏华精选回报三年定期开放混合, 沪港深积极配置型（封闭式）, 0, 0, -11.21
68503416527126528, 004647, 0P0001HCAG, 新华鼎利债券A, 积极债券型, 0, 0, 0.57
68503418192265216, 007343, 0P0001HCAI, 嘉实科技创新混合, 沪港深积极配置型, 0, 0, 14.11
68503419920318464, 007341, 0P0001HCAK, 南方科技创新混合C, 沪港深积极配置型, 0, 0, 30.30
68503421761617920, 007350, 0P0001HCAM, 华夏科技创新混合C, 沪港深积极配置型, 0, 0, 3.65
68503423997181952, 007345, 0P0001HCAO, 富国科技创新灵活配置混合, 沪港深灵活配置型, 0, 0, 5.40
68503425771372544, 007356, 0P0001HCAQ, 汇添富科技创新灵活配置混合C, 沪港深灵活配置型, 0, 0, 14.88
68503427642032128, 006910, 0P0001HCAS, 华夏战略新兴成指ETF联接C, 普通股票型, 0, 0, 11.35
68503467693441024, 007353, 0P0001HCAV, 工银瑞信科技创新3年封闭运作混合, 沪港深积极配置型（封闭式）, 0, 0, 8.31
68503469270499328, 007386, 0P0001HCEC, 浙商中证500指数增强C, 普通股票型, 0, 0, 21.33
68503471057272832, 007348, 0P0001HCJ6, 永赢昌利债券C, 纯债基金, 0, 0, 3.35
68503472810491904, 007352, 0P0001HCJ8, 永赢同利债券C, 纯债基金, 0, 0, 1.64
68503474504990720, 007298, 0P0001HCJA, 大成养老目标日期2040三年持有期混合（FOF）C, 目标日期, 0, 0, 4.09
68503476266598400, 007373, 0P0001HD01, 永赢卓利债券, 纯债基金, 0, 0, 2.67
68503478049177600, 007245, 0P0001HD03, 安信鑫日享中短债债券A, 短债型, 0, 0, 1.96
68503479747870720, 007306, 0P0001HD05, 华泰柏瑞基本面智选混合A, 沪港深积极配置型, 0, 0, 26.46
68503481874382848, 007180, 0P0001HD07, 华安中债1-3年政策性金融债指数A, 短债型, 0, 0, 2.42
68503483724070912, 007385, 0P0001HD0A, 华泰保兴安盈三个月定期开放混合, 保守混合型（封闭式）, 0, 0, 2.75
68503485376626688, 159966, 0P0001HD0D, 华夏创业板低波蓝筹ETF, 普通股票型, 0, 0, 4.13
68503487226314752, 007204, 0P0001HDCD, 银华美元债精选债券(QDII)A, 环球债券, 0, 0, -2.87
68503489046642688, 006097, 0P0001HDCF, 平安高等级债债券A, 普通债券型, 0, 0, 4.83
68503490900525056, 006860, 0P0001HCBI, 易方达汇诚养老目标日期2038三年持有期混合（FOF）, 目标日期, 0, 0, 4.72
68503492813127680, 007347, 0P0001HCJ5, 永赢昌利债券A, 纯债基金, 0, 0, 3.47
68503494457294848, 007351, 0P0001HCJ7, 永赢同利债券A, 纯债基金, 0, 0, 1.74
68503496143405056, 007297, 0P0001HCJ9, 大成养老目标日期2040三年持有期混合（FOF）A, 目标日期, 0, 0, 4.31
68503497846292480, 006946, 0P0001HCJB, 宝盈聚享纯债定期开放债券, 纯债基金（封闭式）, 0, 0, 2.61
68503499570151424, 007016, 0P0001HD02, 富国睿泽回报混合, 沪港深灵活配置型, 0, 0, 14.89
68503501205929984, 007246, 0P0001HD04, 安信鑫日享中短债债券C, 短债型, 0, 0, 1.82
68503502741045248, 007307, 0P0001HD06, 华泰柏瑞基本面智选混合C, 沪港深积极配置型, 0, 0, 26.28
68503504926277632, 007181, 0P0001HD08, 华安中债1-3年政策性金融债指数C, 短债型, 0, 0, 2.37
68503506666913792, 159967, 0P0001HD0C, 华夏创业板动量成长ETF, 普通股票型, 0, 0, 24.78
68503508717928448, 006859, 0P0001HD1W, 易方达汇诚养老目标日期2033三年持有期混合（FOF）, 目标日期, 0, 0, 4.87
68503510500507648, 007205, 0P0001HDCE, 银华美元债精选债券(QDII)C, 环球债券, 0, 0, -3.05
68503542163308544, 005925, 0P0001HDCG, 建信福泽裕泰混合(FOF)A, 积极配置型, 0, 0, 8.77
68503543920721920, 006675, 0P0001HDCI, 宝盈品牌消费股票A, 行业股票 - 消费, 0, 0, 9.26
68503545682329600, 006729, 0P0001HDCK, 万家中证500指数增强A, 普通股票型, 0, 0, 15.87
68503547506851840, 007074, 0P0001HDCM, 国寿安保新蓝筹灵活配置混合, 灵活配置型, 0, 0, 21.89
68503549419454464, 006895, 0P0001HDCO, 兴业养老目标日期2035三年持有期混合(FOF)C, 目标日期, 0, 0, 5.66
68503551306891264, 007239, 0P0001HDCQ, 平安养老目标日期2035三年持有期混合(FOF)C, 目标日期, 0, 0, 9.53
68503553005584384, 005306, 0P0001HDCS, 长信合利混合C, 沪港深保守混合型, 0, 0, -0.86
68503554758803456, 007144, 0P0001HDCU, 国投瑞银沪深300指数量化增强C, 普通股票型, 0, 0, 3.11
68503556390387712, 007244, 0P0001HDCW, 安信核心竞争力灵活配置混合C, 灵活配置型, 0, 0, 8.78
68503558240075776, 008201, 0P0001HDND, 银华MSCI中国A股ETF联接C, 普通股票型, 0, 0, 2.79
68503559951351808, 007118, 0P0001HDNF, 华泰紫金丰泰纯债债券C, 纯债基金, 0, 0, 1.89
68503561733931008, 007289, 0P0001HDNH, 汇添富中债1-3年农发行债券指数A, 短债型, 0, 0, 2.53
68503563520704512, 007241, 0P0001HDNJ, 中欧预见养老目标日期2050五年持有期混合(FOF）A, 目标日期, 0, 0, 10.90
68503565248757760, 005926, 0P0001HDCH, 建信福泽裕泰混合(FOF)C, 积极配置型, 0, 0, 8.53
68503567073280000, 006676, 0P0001HDCJ, 宝盈品牌消费股票C, 行业股票 - 消费, 0, 0, 8.76
68503568826499072, 006730, 0P0001HDCL, 万家中证500指数增强C, 普通股票型, 0, 0, 15.60
68503570646827008, 006894, 0P0001HDCN, 兴业养老目标日期2035三年持有期混合(FOF)A, 目标日期, 0, 0, 5.89
68503572483932160, 007238, 0P0001HDCP, 平安养老目标日期2035三年持有期混合(FOF)A, 目标日期, 0, 0, 9.68
68503574245539840, 005305, 0P0001HDCR, 长信合利混合A, 沪港深保守混合型, 0, 0, -0.52
68503575860346880, 007143, 0P0001HDCT, 国投瑞银沪深300指数量化增强A, 普通股票型, 0, 0, 3.34
68503577454182400, 007243, 0P0001HDCV, 安信核心竞争力灵活配置混合A, 灵活配置型, 0, 0, 8.94
68503579089960960, 006339, 0P0001HDNC, 银华MSCI中国A股ETF联接A, 普通股票型, 0, 0, 2.84
68503580813819904, 007117, 0P0001HDNE, 华泰紫金丰泰纯债债券A, 纯债基金, 0, 0, 2.06
68503582965497856, 007060, 0P0001HDNG, 汇添富养老目标日期2050五年持有期混合（FOF）, 目标日期, 0, 0, 11.94
68503584546750464, 007290, 0P0001HDNI, 汇添富中债1-3年农发行债券指数C, 短债型, 0, 0, 2.54
68503613676191744, 007242, 0P0001HDNK, 中欧预见养老目标日期2050五年持有期混合(FOF）C, 目标日期, 0, 0, 10.72
68503615370690560, 007267, 0P0001HDNM, 嘉实新添益定期开放混合C, 保守混合型（封闭式）, 0, 0, 1.06
68503617186824192, 007094, 0P0001HEH7, 建信中债3-5年国开行债券指数A, 利率债, 0, 0, 2.88
68503619032317952, 006856, 0P0001HF0A, 银河丰泰3个月定期开放债券, 纯债基金（封闭式）, 0, 0, 2.79
68503620701650944, 159971, 0P0001HF0C, 富国创业板ETF, 普通股票型, 0, 0, 12.82
68503622308069376, 007362, 0P0001HF9Q, 易方达中短期美元债债券(QDII)A美元现汇, 环球债券, 0, 0, 0.81
68503623969013760, 007363, 0P0001HF9S, 易方达中短期美元债债券(QDII)C美元现汇, 环球债券, 0, 0, 0.69
68503625772564480, 007415, 0P0001HFGB, 南方致远混合A, 沪港深保守混合型, 0, 0, 3.22
68503627458674688, 007023, 0P0001HFGD, 中银证券安泽债券A, 纯债基金, 0, 0, 1.93
68503629165756416, 007032, 0P0001HFGF, 平安可转债债券A, 可转债基金, 0, 0, 9.99
68503630868643840, 007061, 0P0001HFGH, 中加聚盈四个月定期开放债券A, 普通债券型（封闭式）, 0, 0, 4.46
68503632554754048, 007008, 0P0001HFHI, 中邮纯债优选一年定开债A, 普通债券型（封闭式）, 0, 0, 3.39
68503634211504128, 159969, 0P0001HFHK, 银华深证100ETF, 普通股票型, 0, 0, -0.38
68503635956334592, 007266, 0P0001HDNL, 嘉实新添益定期开放混合A, 保守混合型（封闭式）, 0, 0, 1.40
68503637571141632, 007145, 0P0001HDNN, 泰康安和纯债6个月定期开放债券, 信用债（封闭式）, 0, 0, 3.57
68503639257251840, 007095, 0P0001HEH8, 建信中债3-5年国开行债券指数C, 利率债, 0, 0, 2.83
68503640846893056, 512930, 0P0001HF0B, 平安中证人工智能主题ETF, 行业股票 - 科技、传媒及通讯, 0, 0, 11.60
68503642432339968, 007360, 0P0001HF9P, 易方达中短期美元债债券(QDII)A人民币, 环球债券, 0, 0, 0.75
68503644126838784, 007361, 0P0001HF9R, 易方达中短期美元债债券(QDII)C人民币, 环球债券, 0, 0, 0.59
68503645703897088, 007308, 0P0001HFGA, 华宝消费升级混合, 沪港深积极配置型, 0, 0, -5.28
68503647268372480, 007416, 0P0001HFGC, 南方致远混合C, 沪港深保守混合型, 0, 0, 2.88
68503648967065600, 007024, 0P0001HFGE, 中银证券安泽债券C, 纯债基金, 0, 0, 2.00
68503650636398592, 007033, 0P0001HFGG, 平安可转债债券C, 可转债基金, 0, 0, 9.74
68503652364451840, 007062, 0P0001HFGI, 中加聚盈四个月定期开放债券C, 普通债券型（封闭式）, 0, 0, 4.23
68503654126059520, 007009, 0P0001HFHJ, 中邮纯债优选一年定开债C, 普通债券型（封闭式）, 0, 0, 3.16
68503682756378624, 006106, 0P0001HFVB, 景顺长城量化港股通股票, 香港股票型基金, 0, 0, -1.56
68503684379574272, 007320, 0P0001HFVD, 嘉实汇达中短债债券C, 短债型, 0, 0, 1.93
68503685981798400, 007427, 0P0001HG6P, 永赢凯利债券, 信用债, 0, 0, 2.86
68503687646937088, 007187, 0P0001HG6T, 华夏中债3-5年政策性金融债指数C, 利率债, 0, 0, 3.05
68503689349824512, 007413, 0P0001HGDX, 长城中证500指数增强C, 普通股票型, 0, 0, 20.01
68503691090460672, 005891, 0P0001HGKA, 先锋博盈纯债债券C, 普通债券型, 0, 0, 1.27
68503692730433536, 006738, 0P0001HGKC, 工银瑞信添慧债券A, 积极债券型, 0, 0, 3.61
68503694395572224, 007358, 0P0001HGKE, 新疆前海联合泳益纯债债券A, 纯债基金, 0, 0, 1.43
68503696069099520, 007335, 0P0001HGKG, 中银中债1-3年期农发行债券指数, 短债型, 0, 0, 1.61
68503697805541376, 007269, 0P0001HGKI, 山西证券裕睿6个月定期开放债券C, 普通债券型（封闭式）, 0, 0, 2.26
68503699449708544, 006807, 0P0001HGRP, 西部利得添盈短债债券C, 短债型, 0, 0, 0.23
68503701102264320, 007371, 0P0001HGRT, 国联安增瑞政策性金融债纯债债券A, 利率债, 0, 0, 2.34
68503702914203648, 006706, 0P0001HGRV, 中融聚汇3个月定期开放债券, 普通债券型（封闭式）, 0, 0, 2.42
68503704768086016, 007319, 0P0001HFVC, 嘉实汇达中短债债券A, 短债型, 0, 0, 2.07
68503706470973440, 007326, 0P0001HFZ1, 国投瑞银新增长灵活配置混合C, 灵活配置型, 0, 0, 3.92
68503708098363392, 007186, 0P0001HG6S, 华夏中债3-5年政策性金融债指数A, 利率债, 0, 0, 3.13
68503709927079936, 007420, 0P0001HG6U, 华安鼎信3个月定期开放债券, 信用债（封闭式）, 0, 0, 2.50
68503711701270528, 005890, 0P0001HGK9, 先锋博盈纯债债券A, 普通债券型, 0, 0, 1.51
68503713500626944, 007435, 0P0001HGKB, 华宝宝怡纯债债券, 信用债, 0, 0, 2.31
68503715291594752, 006739, 0P0001HGKD, 工银瑞信添慧债券C, 积极债券型, 0, 0, 3.37
68503717082562560, 007359, 0P0001HGKF, 新疆前海联合泳益纯债债券C, 纯债基金, 0, 0, 2.17
68503718793838592, 007268, 0P0001HGKH, 山西证券裕睿6个月定期开放债券A, 普通债券型（封闭式）, 0, 0, 2.48
68503720375091200, 006806, 0P0001HGRO, 西部利得添盈短债债券A, 短债型, 0, 0, 0.25
68503722191224832, 006808, 0P0001HGRQ, 西部利得添盈短债债券E, 短债型, 0, 0, 0.11
68503723915083776, 007372, 0P0001HGRU, 国联安增瑞政策性金融债纯债债券C, 利率债, 0, 0, 2.30
68503752822226944, 007254, 0P0001HH9K, 广发均衡价值混合, 沪港深积极配置型, 0, 0, 5.20
68503754617389056, 006759, 0P0001HH9M, 银河乐活优萃混合, 积极配置型, 0, 0, -1.86
68503756311887872, 002344, 0P0001HHGI, 融通增益债券C, 普通债券型, 0, 0, 2.76
68503758123827200, 007048, 0P0001HHKD, 平安安心灵活配置混合C, 灵活配置型, 0, 0, 6.62
68503759826714624, 007132, 0P0001HHKZ, 长城港股通价值精选多策略混合, 沪港深积极配置型, 0, 0, 0.62
68503761584128000, 007052, 0P0001HHL1, 招商中债3-5年国开行债券指数C, 利率债, 0, 0, 2.53
68503763203129344, 007357, 0P0001HHLR, 创金合信港股通量化股票C, 香港股票型基金, 0, 0, None
