代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
67738193419567104, 206009, 0P0000T2DC, 鹏华新兴产业混合, 积极配置型, 2, 3, -12.44
67738205100703744, 001113, 0P00015QRS, 南方大数据100指数A, 普通股票型, 2, 1, 23.03
67738216995749888, 320005, F00000041D, 诺安价值增长混合, 积极配置型, 2, 2, 3.60
67738228924350464, 270008, F0000004CE, 广发核心精选混合, 积极配置型, 2, 2, -1.27
67738238617387008, 004360, 0P00019RNX, 创金合信量化核心混合C, 积极配置型, 2, 0, -1.70
67738248906014720, 377010, F0000003YI, 上投摩根阿尔法混合, 积极配置型, 2, 2, 9.25
67738258808766464, 004344, 0P00019S63, 南方大数据100指数C, 普通股票型, 2, 0, 22.76
67738268552134656, 004351, 0P0001ACCO, 汇丰晋信珠三角区域发展混合, 积极配置型, 2, 0, -3.46
67738278110953472, 159903, F0000004HR, 南方深证成份ETF, 普通股票型, 2, 2, 5.75
67738287975956480, 290006, F0000004EV, 泰信蓝筹精选混合, 积极配置型, 2, 1, 35.15
67738297438306304, 000550, 0P000124IC, 广发新动力混合, 积极配置型, 2, 2, 2.71
67738308276387840, 165512, 0P0000TK9X, 信诚新机遇混合(LOF), 积极配置型, 2, 3, 2.72
67738319319990272, 530005, F00000041Z, 建信优化配置混合, 积极配置型, 2, 2, -2.57
67738331072430080, 004815, 0P0001CJV5, 中欧红利优享灵活配置混合C, 沪港深积极配置型, 2, 0, 16.54
67738341986009088, 005418, 0P0001CJLX, 申万菱信量化驱动混合, 标准混合型, 2, 0, 7.75
67738351779708928, 519029, F00000040P, 华夏稳增混合, 积极配置型, 2, 1, 3.59
67738361527271424, 590001, F00000040T, 中邮核心优选混合, 积极配置型, 2, 2, -1.47
67738370737963008, 070022, 0P0000SXJ5, 嘉实领先成长混合, 积极配置型, 2, 2, 7.47
67738378904272896, 420001, F0000003YB, 天弘精选混合, 积极配置型, 2, 3, 1.06
67738389771714560, 110010, F000000429, 易方达价值成长混合, 积极配置型, 2, 2, 5.21
67738399682854912, 530019, 0P0000WHNI, 建信社会责任混合, 积极配置型, 2, 2, 1.97
67738410822926336, 590002, F000000443, 中邮核心成长混合, 积极配置型, 2, 1, 5.09
67738422306930688, 610007, 0P0000WLU6, 信达澳银消费优选混合, 积极配置型, 2, 2, -3.52
67738432624918528, 161038, 0P0001AJYJ, 富国新兴成长量化精选混合（LOF）, 积极配置型, 2, 0, 19.76
67738442921934848, 160505, F0000003WX, 博时主题行业混合(LOF), 积极配置型, 2, 3, 5.14
67738530272509952, 560006, 0P0000WG54, 益民核心增长混合, 积极配置型, 2, 2, 20.81
67738540519194624, 000551, 0P00012JQ1, 信诚幸福消费混合, 积极配置型, 2, 2, -2.16
67738549801189376, 519069, F0000004E2, 汇添富价值精选混合A, 积极配置型, 2, 4, -1.40
67738558667948032, 165511, 0P0000S1P0, 信诚中证500指数（LOF）A, 普通股票型, 2, 2, 16.85
67738569799630848, 001097, 0P00015G6N, 华泰柏瑞积极优选股票, 普通股票型, 2, 3, 16.23
67738579761102848, 002021, F00000040D, 华夏回报二号混合, 标准混合型, 2, 4, -1.53
67738589944872960, 005053, 0P0001BJP3, 银河量化价值混合, 积极配置型, 2, 0, 5.33
67738599113621504, 165508, 0P0000OPYR, 信诚深度价值混合(LOF), 积极配置型, 2, 2, 2.79
67738608924098560, 512010, 0P0000ZD5J, 易方达沪深300医药卫生ETF, 行业股票 - 医药, 2, 3, 4.09
67738618302562304, 470068, 0P0000TX4M, 汇添富深证300ETF联接, 普通股票型, 2, 2, 3.20
67738628251451392, 620006, 0P0000PPFF, 金元顺安消费主题混合, 积极配置型, 2, 3, -0.06
67738638024179712, 006104, 0P0001DJDD, 华泰柏瑞量化智慧灵活配置混合C, 积极配置型, 2, 0, 19.00
67738648526716928, 001244, 0P000160P0, 华泰柏瑞量化智慧灵活配置混合A, 积极配置型, 2, 3, 19.16
67738659134111744, 002001, F020002001, 华夏回报混合A, 标准混合型, 2, 4, -1.32
67738670534230016, 001564, 0P00016CUF, 东方红京东大数据灵活配置混合, 积极配置型, 2, 3, 15.70
67738682999701504, 112002, F00000040O, 易方达策略成长二号混合, 积极配置型, 2, 2, 15.84
67738694122995712, 202017, F0000004HS, 南方深证成份ETF联接A, 普通股票型, 2, 2, 5.45
67738704407429120, 519011, F020510001, 海富通精选混合, 标准混合型, 2, 3, -8.26
67738715753021440, 001421, 0P000165ZS, 南方量化成长股票, 普通股票型, 2, 1, 5.34
67738727341883392, 165519, 0P0000Z5JX, 信诚中证800医药指数（LOF）, 行业股票 - 医药, 2, 3, 6.89
67738737919918080, 002316, 0P000177T6, 创金合信中证500指数增强C, 普通股票型, 2, 3, 12.69
67738748766388224, 110002, F020110002, 易方达策略成长混合, 积极配置型, 2, 2, 15.71
67738759189233664, 004345, 0P00019S62, 南方深证成份ETF联接C, 普通股票型, 2, 0, 5.23
67738769310089216, 004871, 0P0001BIQ2, 中银金融地产混合A, 积极配置型, 2, 0, -2.25
67738779695185920, 000880, 0P00014M5D, 富国研究精选灵活配置混合, 沪港深积极配置型, 2, 1, -6.43
67738869117747200, 400003, F0000003YP, 东方精选混合, 积极配置型, 2, 1, -1.50
67738879867748352, 005628, 0P0001CXPS, 汇安趋势动力股票A, 普通股票型, 2, 0, 20.95
67738889778888704, 510130, F0000004IU, 易方达上证中盘ETF, 普通股票型, 2, 3, 7.64
67738899144769536, 210001, F020210000, 金鹰成份股优选混合, 积极配置型, 2, 2, 3.58
67738909911547904, 005445, 0P0001CEFA, 华宝价值发现混合, 积极配置型, 2, 0, 1.29
67738920548302848, 004927, 0P0001CGF1, 中航军民融合精选混合C, 积极配置型, 2, 0, 1.60
67738930300059648, 003169, 0P00018HWV, 长盛盛辉混合A, 标准混合型, 2, 0, 3.18
67738939854684160, 710002, 0P0000VPGW, 富安达策略精选混合, 积极配置型, 2, 3, -2.81
67738950814400512, 000925, 0P00014ZW5, 汇添富外延增长主题股票A, 普通股票型, 2, 2, 11.77
67738962302599168, 005629, 0P0001CXPT, 汇安趋势动力股票C, 普通股票型, 2, 0, 20.62
67738973019045888, 217021, 0P0000UTD8, 招商优势企业混合, 标准混合型, 2, 2, -7.16
67738982963740672, 163111, 0P0001AGV3, 申万菱信中小企业100指数（LOF）A, 普通股票型, 2, 0, 6.64
67738992979738624, 003170, 0P00018HWW, 长盛盛辉混合C, 标准混合型, 2, 0, 3.06
67739004497297408, 001764, 0P00017T66, 广发沪港深新机遇股票, 沪港深股票型基金, 2, 0, 1.99
67739015721254912, 519993, F00000040Z, 长信增利动态策略混合, 积极配置型, 2, 2, 1.75
67739025733058560, 070013, F0000004A3, 嘉实研究精选混合A, 积极配置型, 2, 2, 5.14
67739034914390016, 004926, 0P0001CGF0, 中航军民融合精选混合A, 积极配置型, 2, 0, 1.65
67739045567922176, 000457, 0P00011NK0, 上投摩根核心成长, 普通股票型, 2, 3, 11.74
67739056418586624, 160910, F00000043I, 大成创新成长混合(LOF), 积极配置型, 2, 3, 0.88
67739066703020032, 570006, 0P0000O9BQ, 诺德中小盘混合, 积极配置型, 2, 2, 5.42
67739076475748352, 001178, 0P00015UUS, 前海开源再融资主题精选股票, 普通股票型, 2, 4, -9.53
67739087703900160, 001074, 0P00015DAW, 华泰柏瑞量化驱动灵活配置混合A, 积极配置型, 2, 3, 5.21
67739097258524672, 160616, F0000004IH, 鹏华中证500指数(LOF) A, 普通股票型, 2, 2, 13.94
67739109115822080, 001837, 0P00016P4V, 前海开源沪港深蓝筹精选灵活配置混合A, 沪港深积极配置型, 2, 3, 3.17
67739118695612416, 002653, 0P0001841L, 泰康沪港深精选灵活配置混合, 沪港深积极配置型, 2, 3, 4.62
67739205773557760, 162607, F0000003YY, 景顺长城资源垄断混合(LOF), 积极配置型, 2, 3, -9.39
67739216926212096, 001344, 0P0001BV79, 易方达沪深300医药卫生ETF联接A, 行业股票 - 医药, 2, 0, 3.72
67739226434699264, 270001, F020270001, 广发聚富混合, 标准混合型, 2, 3, 20.90
67739236752687104, 000545, 0P00012DLJ, 中邮核心竞争力灵活配置混合, 积极配置型, 2, 1, 8.88
67739248677093376, 110021, F0000004IV, 易方达上证中盘ETF联接A, 普通股票型, 2, 3, 7.20
67739260622471168, 002906, 0P00018WQB, 南方中证500量化增强股票A, 普通股票型, 2, 0, 9.12
67739272853061632, 163110, 0P0000T344, 申万菱信量化小盘股票(LOF), 普通股票型, 2, 3, 11.85
67739284609695744, 159938, 0P00014JEO, 广发中证全指医药卫生ETF, 行业股票 - 医药, 2, 2, 3.78
67739296529907712, 512510, 0P00015RPD, 华泰柏瑞中证500ETF, 普通股票型, 2, 2, 14.36
67739308575948800, 550003, F00000049R, 中信保诚盛世蓝筹混合, 积极配置型, 2, 3, 1.19
67739321586679808, 161017, 0P0000TYLS, 富国中证500指数增强(LOF), 普通股票型, 2, 2, 15.40
67739334068928512, 050007, F0000003ZM, 博时平衡配置混合, 标准混合型, 2, 2, 1.59
67739344416276480, 020011, F00000044A, 国泰沪深300指数A, 普通股票型, 2, 3, 0.04
67739354792984576, 001712, 0P00016HUL, 东方红优势精选灵活配置混合, 积极配置型, 2, 4, -5.03
67739364943200256, 161601, F020161601, 融通新蓝筹混合, 标准混合型, 2, 2, 3.58
67739374841757696, 512100, 0P00018JRB, 南方中证1000ETF, 普通股票型, 2, 0, 13.94
67739386111852544, 730002, 0P0000X9GP, 方正富邦红利精选混合A, 积极配置型, 2, 3, 4.47
67739398128533504, 163109, 0P0000PV6C, 申万菱信深证成指（LOF）, 普通股票型, 2, 2, 4.26
67739410363318272, 000619, 0P000130RU, 东方红产业升级灵活配置混合, 积极配置型, 2, 4, -3.77
67739421520166912, 159910, 0P0000TKOF, 嘉实深证基本面120ETF, 普通股票型, 2, 3, -1.41
67739431007682560, 004743, 0P0001ALHY, 易方达上证中盘ETF联接C, 普通股票型, 2, 0, 7.04
67739440541335552, 005502, 0P0001CH99, 华泰紫金智能量化股票, 普通股票型, 2, 0, 0.44
67739451660435456, 257010, F0000003VP, 国联安小盘精选混合, 积极配置型, 2, 2, -1.11
67739460606885888, 512330, 0P000165ZR, 南方中证500信息技术指数ETF, 行业股票 - 科技、传媒及通讯, 2, 2, 12.97
67739469855326208, 510390, 0P0001CB8N, 平安沪深300ETF, 普通股票型, 2, 0, 0.17
67739553707851776, 001162, 0P00015RPP, 前海开源优势蓝筹股票A, 普通股票型, 2, 3, -2.15
67739561865773056, 161718, 0P0000Z2VQ, 招商沪深300高贝塔指数, 普通股票型, 2, 1, 3.69
67739570417958912, 001638, 0P00016C56, 前海开源优势蓝筹股票C, 普通股票型, 2, 3, -2.27
67739578810761216, 233015, 0P0000XAK8, 摩根士丹利华鑫量化配置混合A, 积极配置型, 2, 2, 1.33
67739587513942016, 160311, F00000042I, 华夏蓝筹混合(LOF), 积极配置型, 2, 3, -3.26
67739598310080512, 671010, 0P0000RYO9, 西部利得策略优选混合A, 积极配置型, 2, 2, -5.07
67739606119874560, 004342, 0P00019S66, 南方沪深300ETF联接C, 普通股票型, 2, 0, -0.31
67739614311350272, 161118, 0P0000WN13, 易方达中小企业100指数（LOF）A, 普通股票型, 2, 2, 4.91
67739622582517760, 510380, 0P0001BRRJ, 国寿安保沪深300ETF, 普通股票型, 2, 0, 0.92
67739630224539648, 005169, 0P0001BVHB, 华泰保兴策略精选灵活配置混合A, 积极配置型, 2, 0, -1.42
67739638919331840, 270025, 0P0000Q5N1, 广发行业领先混合A, 积极配置型, 2, 2, -0.62
67739646343249920, 002900, 0P00018C1F, 南方中证500信息技术指数ETF联接A, 行业股票 - 科技、传媒及通讯, 2, 0, 12.82
67739653855248384, 167503, 0P00015ZIM, 安信中证一带一路主题指数, 普通股票型, 2, 2, 18.45
67739660842958848, 110030, 0P0000YYA9, 易方达沪深300量化增强, 普通股票型, 2, 3, 0.07
67739667910361088, 002907, 0P00018WQC, 南方中证500量化增强股票C, 普通股票型, 2, 0, 8.83
67739675372027904, 002121, 0P00018XO1, 广发沪港深新起点股票A, 沪港深股票型基金, 2, 0, 3.49
67739681311162368, 519139, 0P00018X17, 海富通沪港深灵活配置混合, 沪港深积极配置型, 2, 0, 5.06
67739687816527872, 000877, 0P00014M5G, 华泰柏瑞量化优选灵活配置混合, 积极配置型, 2, 3, 4.42
67739694867152896, 510220, 0P0000RYNX, 华泰柏瑞上证中小盘ETF, 普通股票型, 2, 2, 8.93
67739701108277248, 000849, 0P00014IRN, 汇丰晋信双核策略混合A, 积极配置型, 2, 3, -0.48
67739707512979456, 005867, 0P0001D4BD, 国泰沪深300指数C, 普通股票型, 2, 0, -0.29
67739715331162112, 000480, 0P00011MQ2, 东方红新动力灵活配置混合, 积极配置型, 2, 3, 12.26
67739722339844096, 510120, 0P0000SPC5, 海富通上证非周期ETF, 普通股票型, 2, 3, -0.24
67739729684070400, 510360, 0P00016CLB, 广发沪深300ETF, 普通股票型, 2, 3, -0.39
67739738378862592, 217027, 0P0000XU4G, 招商央视财经50指数A, 普通股票型, 2, 4, -3.22
67739827084197888, 159939, 0P0001523V, 广发中证全指信息技术ETF, 行业股票 - 科技、传媒及通讯, 2, 2, 9.30
67739838249435136, 005396, 0P0001CDZL, 中金丰硕混合, 积极配置型, 2, 0, 3.62
67739848403845120, 070023, 0P0000TKOG, 嘉实深证基本面120ETF联接A, 普通股票型, 2, 3, -1.36
67739857635508224, 005998, 0P0001DIXO, 嘉实深证基本面120ETF联接C, 普通股票型, 2, 0, -1.58
67739867563425792, 070003, F020070003, 嘉实稳健混合, 标准混合型, 2, 3, -3.30
67739876249829376, 002978, 0P00018AZC, 广发中证全指医药卫生ETF联接C, 行业股票 - 医药, 2, 0, 3.02
67739887352152064, 510310, 0P0000Y00C, 易方达沪深300ETF发起式, 普通股票型, 2, 3, -0.76
67739896579620864, 002666, 0P0001818K, 前海开源沪港深创新成长灵活配置混合A, 沪港深积极配置型, 2, 2, 22.78
67739904620101632, 000850, 0P00014IRO, 汇丰晋信双核策略混合C, 积极配置型, 2, 3, -0.76
67739913864347648, 001214, 0P00015RPE, 华泰柏瑞中证500ETF联接A, 普通股票型, 2, 2, 13.51
67739922525585408, 004410, 0P00019SU7, 招商央视财经50指数C, 普通股票型, 2, 0, -3.44
67739931404926976, 000961, 0P0001580C, 天弘沪深300ETF联接A, 普通股票型, 2, 3, -0.56
67739939164389376, 005639, 0P0001CO4P, 平安沪深300ETF联接A, 普通股票型, 2, 0, 0.31
67739947947261952, 320011, F0000004JB, 诺安中小盘精选混合, 积极配置型, 2, 3, 5.54
67739955908050944, 004606, 0P0001BD03, 上投摩根优选多因子股票, 普通股票型, 2, 0, 1.48
67739964909027328, 290010, 0P0000T16Q, 泰信中证200指数基金, 普通股票型, 2, 2, 7.90
67739974648201216, 001180, 0P00015R90, 广发中证全指医药卫生ETF联接A, 行业股票 - 医药, 2, 2, 3.14
67739984727113728, 006087, 0P0001DIQY, 华泰柏瑞中证500ETF联接C, 普通股票型, 2, 0, 13.37
67739995099627520, 005170, 0P0001BVHC, 华泰保兴策略精选灵活配置混合C, 积极配置型, 2, 0, -1.43
67740004725555200, 510580, 0P00016GJH, 易方达中证500ETF, 普通股票型, 2, 1, 13.55
67740015899181056, 399001, F0000004IS, 中海上证50指数增强, 普通股票型, 2, 3, -3.12
67740025537691648, 159902, F0000003ZW, 华夏中小企业100ETF, 普通股票型, 2, 2, 3.70
67740035507552256, 004347, 0P00019S68, 南方中证500信息技术指数ETF联接C, 行业股票 - 科技、传媒及通讯, 2, 0, 12.57
67740043988434944, 001112, 0P00015LUA, 东方红中国优势灵活配置混合, 积极配置型, 2, 4, -7.24
67740053710831616, 002667, 0P0001818L, 前海开源沪港深创新成长灵活配置混合C, 沪港深积极配置型, 2, 2, 22.69
67740143687041024, 000311, 0P0000ZK4P, 景顺长城沪深300指数增强, 普通股票型, 2, 3, 4.29
67740154076332032, 005918, 0P0001D6IU, 天弘沪深300ETF联接C, 普通股票型, 2, 0, -0.67
67740163828088832, 370023, 0P0000WUGL, 上投摩根中证消费服务指数, 普通股票型, 2, 3, -5.36
67740173168803840, 001733, 0P00018FZ0, 泰达宏利量化增强股票, 普通股票型, 2, 0, 4.10
67740181821652992, 460220, 0P0000RYNV, 华泰柏瑞上证中小盘ETF联接, 普通股票型, 2, 2, 8.77
67740191011373056, 004403, 0P00019ZC5, 平安股息精选沪港深股票A, 沪港深股票型基金, 2, 0, 4.50
67740200226258944, 001149, 0P00015OCM, 汇丰晋信恒生A股行业龙头指数C, 普通股票型, 2, 4, -6.82
67740209294344192, 110020, F0000004GT, 易方达沪深300ETF联接A, 普通股票型, 2, 3, -0.45
67740218651836416, 163407, 0P0000PYRD, 兴全沪深300指数增强(LOF)A, 普通股票型, 2, 4, -4.90
67740227682172928, 000942, 0P000155DJ, 广发中证全指信息技术ETF联接A, 行业股票 - 科技、传媒及通讯, 2, 2, 8.66
67740236729286656, 513500, 0P0000ZSU7, 博时标普500ETF(QDII), 美国股票, 2, 2, 15.41
67740244669104128, 005640, 0P0001CO4Q, 平安沪深300ETF联接C, 普通股票型, 2, 0, 0.09
67740252101410816, 270002, F0000003WF, 广发稳健增长混合A, 标准混合型, 2, 3, -2.77
67740259672129536, 005405, 0P0001CBGU, 中金金序量化蓝筹混合A, 积极配置型, 2, 0, -2.28
67740268790546432, 169101, 0P0001BMSJ, 东方红睿丰灵活配置混合（LOF）, 积极配置型, 2, 4, -9.96
67740277330149376, 050014, 0P0000NR3K, 博时创业成长混合A, 积极配置型, 2, 2, 0.24
67740286415011840, 001583, 0P00016AJO, 安信新常态沪港深精选股票A, 沪港深股票型基金, 2, 0, 2.91
67740295793475584, 000978, 0P000156JF, 景顺长城量化精选股票, 普通股票型, 2, 2, 21.06
67740305117413376, 004192, 0P00019UXT, 招商中证500指数增强A, 普通股票型, 2, 0, 10.18
67740314466516992, 501036, 0P0001B8CM, 汇添富中证500指数(LOF)A, 普通股票型, 2, 0, 13.63
67740324549623808, 159907, 0P0000SYA0, 广发中小企业300ETF, 普通股票型, 2, 1, 6.68
67740338856394752, 510290, 0P0000TVGM, 南方上证380ETF, 普通股票型, 2, 2, 13.55
67740347144339456, 510330, 0P0000XQ76, 华夏沪深300ETF, 普通股票型, 2, 3, -1.17
67740354849275904, 512220, 0P00013DSG, 景顺长城中证科技传媒通信150ETF, 行业股票 - 科技、传媒及通讯, 2, 3, 7.94
67740362881368064, 005960, 0P0001DBFQ, 博时量化价值股票A, 沪港深股票型基金, 2, 0, 8.18
67740433337286656, 003318, 0P00019MQ6, 景顺长城中证500行业中性低波动指数, 普通股票型, 2, 0, 12.24
67740441218383872, 159919, 0P0000VRLG, 嘉实沪深300ETF, 普通股票型, 2, 3, -1.08
67740449057538048, 501037, 0P0001B8CN, 汇添富中证500指数(LOF)C, 普通股票型, 2, 0, 13.48
67740456556953600, 001550, 0P00016A08, 天弘中证医药100指数型发起式 A, 行业股票 - 医药, 2, 1, 3.14
67740464333193216, 159929, 0P0000Z3OU, 汇添富中证医药卫生ETF, 行业股票 - 医药, 2, 2, 4.38
67740472117821440, 004193, 0P00019UXU, 招商中证500指数增强C, 普通股票型, 2, 0, 9.94
67740480053444608, 002553, 0P00017MXF, 博时创业成长混合C, 积极配置型, 2, 2, -0.03
67740487041155072, 270010, 0P00017BEL, 广发沪深300ETF联接A, 普通股票型, 2, 3, -0.64
67740493898842112, 165312, 0P0000Y35C, 建信央视财经50指数（LOF）A, 普通股票型, 2, 4, -2.88
67740500504870912, 460300, 0P0000VWWZ, 华泰柏瑞沪深300ETF联接A, 普通股票型, 2, 3, -0.82
67740506909573120, 005373, 0P0001CS40, 中加紫金灵活配置混合A, 沪港深积极配置型, 2, 0, 4.65
67740514459320320, 002987, 0P00018AZI, 广发沪深300ETF联接C, 普通股票型, 2, 0, -0.75
67740520415232000, 050025, 0P0000W3BO, 博时标普500ETF联接(QDII)A, 美国股票, 2, 2, 14.48
67740527306473472, 660008, 0P0000SOZR, 农银沪深300指数A, 普通股票型, 2, 3, -0.84
67740534596173824, 005406, 0P0001CBGV, 中金金序量化蓝筹混合C, 积极配置型, 2, 0, -2.52
67740541537746944, 510300, 0P0000VRYR, 华泰柏瑞沪深300ETF, 普通股票型, 2, 3, -1.17
67740548810670080, 002974, 0P00018AZD, 广发中证全指信息技术ETF联接C, 行业股票 - 科技、传媒及通讯, 2, 0, 8.54
67740555827740672, 510710, 0P00015XQM, 博时上证50ETF, 普通股票型, 2, 3, -5.34
67740563159384064, 000478, 0P00011NOM, 建信中证500指数增强A, 普通股票型, 2, 2, 16.28
67740570419724288, 001551, 0P00016A09, 天弘中证医药100指数型发起式 C, 行业股票 - 医药, 2, 1, 3.02
67740578011414528, 005152, 0P0001CXBW, 农银沪深300指数C, 普通股票型, 2, 0, -1.06
67740586517463040, 202025, 0P0000TVGN, 南方上证380ETF联接A, 普通股票型, 2, 2, 13.28
67740594348228608, 050002, F020050002, 博时裕富沪深300指数A, 普通股票型, 2, 3, -0.34
67740602749419520, 000051, F0000004GG, 华夏沪深300ETF联接A, 普通股票型, 2, 3, -0.93
67740610815066112, 165522, 0P00014LIJ, 信诚中证TMT产业主题指数（LOF）, 行业股票 - 科技、传媒及通讯, 2, 2, 3.73
67740677521276928, 519300, F0000003Z1, 大成沪深300指数A, 普通股票型, 2, 3, -0.44
67740684576096256, 481009, F0000004EH, 工银沪深300指数 A, 普通股票型, 2, 3, -0.88
67740692088094720, 159935, 0P000111LV, 景顺长城中证500ETF, 普通股票型, 2, 2, 11.35
67740699528790016, 000613, 0P00012UZ8, 国寿安保沪深300ETF联接, 普通股票型, 2, 3, -0.15
67740708026449920, 580001, F0000003X6, 东吴嘉禾优势精选混合, 积极配置型, 2, 1, -7.67
67740715282595840, 167705, 0P0001CPEH, 德邦量化新锐股票(LOF) A, 普通股票型, 2, 0, 4.42
67740722916229120, 002385, 0P00017BUR, 博时裕富沪深300指数C, 普通股票型, 2, 3, -0.57
67740730583416832, 005658, 0P0001CNDG, 华夏沪深300ETF联接C, 普通股票型, 2, 0, -1.09
67740738544205824, 512880, 0P000186MR, 国泰中证全指证券公司ETF, 行业股票 - 金融地产, 2, 0, -8.94
67740746110730240, 005374, 0P0001CS41, 中加紫金灵活配置混合C, 沪港深积极配置型, 2, 0, 4.48
67740753027137536, 161125, 0P000196SO, 易方达标普500指数（QDII-LOF）人民币A, 美国股票, 2, 0, 14.59
67740760119705600, 006075, 0P0001DI3P, 博时标普500ETF联接(QDII)C, 美国股票, 2, 0, 14.22
67740767308742656, 005562, 0P0001D323, 创金合信中证红利低波动指数C, 普通股票型, 2, 0, 15.73
67740776154529792, 001361, 0P000162QS, 景顺长城中证科技传媒通信150ETF联接, 行业股票 - 科技、传媒及通讯, 2, 3, 7.45
67740783578447872, 162107, 0P000189DB, 金鹰量化精选股票（LOF）, 普通股票型, 2, 0, 8.46
67740791274995712, 005633, 0P0001CWF5, 建信中证500指数增强C, 普通股票型, 2, 0, 15.96
67740801215496192, 001548, 0P00016DKB, 天弘上证50指数A, 普通股票型, 2, 3, -5.61
67740809239199744, 000059, 0P0000Z54E, 国联安中证医药100指数A, 行业股票 - 医药, 2, 1, 5.09
67740816092692480, 005561, 0P0001D322, 创金合信中证红利低波动指数A, 普通股票型, 2, 0, 15.86
67740822296068096, 005209, 0P0001BVH5, 东吴双三角股票A, 沪港深股票型基金, 2, 0, -6.83
67740828985982976, 270026, 0P0000T1UI, 广发中小企业300ETF联接A, 普通股票型, 2, 1, 6.23
67740838632882176, 519032, 0P0000SPC4, 海富通上证非周期ETF联接, 普通股票型, 2, 3, -1.12
67740846002274304, 001549, 0P00016DKC, 天弘上证50指数C, 普通股票型, 2, 3, -5.71
67740854554460160, 160706, F0000003XX, 嘉实沪深300ETF联接 (LOF)A, 普通股票型, 2, 3, -1.13
67740863274418176, 003718, 0P000196SP, 易方达标普500指数（QDII-LOF）美元A, 美国股票, 2, 0, 15.19
67740925618552832, 167706, 0P0001CPEI, 德邦量化新锐股票(LOF) C, 普通股票型, 2, 0, 4.23
67740932287496192, 510680, 0P0001767J, 万家上证50ETF, 普通股票型, 2, 3, -3.02
67740939547836416, 159923, 0P0000XWVD, 大成中证100ETF, 普通股票型, 2, 3, -5.59
67740947491848192, 510210, 0P0000S0NX, 富国上证综指ETF, 普通股票型, 2, 2, 1.72
67740955087732736, 000962, 0P000157OJ, 天弘中证500ETF联接A, 普通股票型, 2, 1, 11.44
67740962364850176, 001629, 0P00016FT3, 天弘中证计算机主题ETF联接A, 行业股票 - 科技、传媒及通讯, 2, 2, 3.53
67740969168011264, 005919, 0P0001D6FC, 天弘中证500ETF联接C, 普通股票型, 2, 0, 11.31
67740975929229312, 001455, 0P0001668A, 景顺长城中证500ETF联接, 普通股票型, 2, 1, 10.52
67740982816276480, 160635, 0P00018BVT, 鹏华中证医药卫生指数（LOF）A, 行业股票 - 医药, 2, 0, 4.01
67740988537307136, 161026, 0P00014Z51, 富国中证国有企业改革指数, 普通股票型, 2, 2, 1.62
67740994124120064, 005607, 0P0001CU1V, 华宝中证500指数增强A, 普通股票型, 2, 0, 7.59
67740999702544384, 510180, F0000003Z5, 华安上证180ETF, 普通股票型, 2, 3, -2.22
67741007441035264, 165524, 0P000165UE, 信诚中证智能家居指数（LOF）, 行业股票 - 科技、传媒及通讯, 2, 2, 7.22
67741014206447616, 001237, 0P00015XQN, 博时上证50ETF联接A, 普通股票型, 2, 3, -5.06
67741020837642240, 000251, 0P0000Z4DJ, 工银瑞信金融地产行业混合A, 积极配置型, 2, 3, -4.08
67741027590471680, 320016, 0P0000TNW7, 诺安多策略混合, 积极配置型, 2, 2, -0.09
67741034288775168, 005737, 0P0001CU2W, 博时上证50ETF联接C, 普通股票型, 2, 0, -5.11
67741040420847616, 502013, 0P00015ZBL, 长盛中证申万一带一路主题指数（LOF）, 普通股票型, 2, 2, 4.89
67741046401925120, 164403, 0P00018C2O, 前海开源沪港深农业主题精选灵活配置混合（LOF）, 沪港深积极配置型, 2, 0, 0.88
67741052190064640, 001630, 0P00016FT4, 天弘中证计算机主题ETF联接C, 行业股票 - 科技、传媒及通讯, 2, 2, 3.40
67741058938699776, 161720, 0P00014GUF, 招商中证全指证券公司指数（LOF）, 行业股票 - 金融地产, 2, 1, -8.11
67741064940748800, 002952, 0P00018BNG, 建信多因子量化股票, 普通股票型, 2, 0, -5.16
67741071425142784, 159913, 0P0000TXCN, 交银深证300价值ETF, 普通股票型, 2, 3, -6.56
67741078609985536, 090017, 0P0000UG6K, 大成可转债增强债券, 可转债基金, 2, 1, 17.38
67741086281367552, 100053, 0P0000S0NW, 富国上证综指ETF联接, 普通股票型, 2, 2, 1.73
67761811109183488, 167706, 0P0001CPEI, 德邦量化新锐股票(LOF) C, 普通股票型, 2, 0, 4.23
67761820386983936, 510680, 0P0001767J, 万家上证50ETF, 普通股票型, 2, 3, -3.02
67761829715116032, 159923, 0P0000XWVD, 大成中证100ETF, 普通股票型, 2, 3, -5.59
67761839852748800, 510210, 0P0000S0NX, 富国上证综指ETF, 普通股票型, 2, 2, 1.72
67761850963460096, 000962, 0P000157OJ, 天弘中证500ETF联接A, 普通股票型, 2, 1, 11.44
67761864603336704, 001629, 0P00016FT3, 天弘中证计算机主题ETF联接A, 行业股票 - 科技、传媒及通讯, 2, 2, 3.53
67761877135917056, 005919, 0P0001D6FC, 天弘中证500ETF联接C, 普通股票型, 2, 0, 11.31
67761891425910784, 001455, 0P0001668A, 景顺长城中证500ETF联接, 普通股票型, 2, 1, 10.52
67761905678155776, 160635, 0P00018BVT, 鹏华中证医药卫生指数（LOF）A, 行业股票 - 医药, 2, 0, 4.01
67761922266628096, 161026, 0P00014Z51, 富国中证国有企业改革指数, 普通股票型, 2, 2, 1.62
